GeneID	scaffold:start-end	strand	length	description	Ortho Group	EggNog	BUSCO	Secreted	TransMembrane	Protease family	CAZyme family	Transcription factor	InterPro Domains	PFAM Domains	GO terms	SecMet Cluster	SMCOG
X7_000105	scaffold_1:370631-373472	-	946	hypothetical protein													
X7_000106	scaffold_1:375155-376378	-	330	hypothetical protein													
X7_000107	scaffold_1:376771-379354	-	512	hypothetical protein													
X7_000108	scaffold_1:380156-382677	+	768	hypothetical protein													
X7_000109	scaffold_1:383000-388742	-	1262	hypothetical protein		ENOG41											
X7_000110	scaffold_1:394447-395887	-	420	hypothetical protein													
X7_000111	scaffold_1:396684-398559	+	624	hypothetical protein		ENOG41											
X7_000112	scaffold_1:399230-400343	-	265	hypothetical protein													
X7_000113	scaffold_1:400797-402549	+	568	T-complex protein 1 subunit epsilon													
X7_000114	scaffold_1:403116-404562	-	481	hypothetical protein		ENOG41											
X7_000115	scaffold_1:406648-407455	-	268	hypothetical protein													
X7_000116	scaffold_1:408159-409513	+	382	Alternative oxidase, mitochondrial precursor		ENOG41											
X7_000117	scaffold_1:410500-411824	+	364	hypothetical protein		ENOG41											
X7_000118	scaffold_1:412352-413720	-	455	hypothetical protein													
X7_000119	scaffold_1:414801-416469	-	538	hypothetical protein													
X7_000120	scaffold_1:416943-418164	+	406	hypothetical protein													
X7_000121	scaffold_1:418789-421281	-	740	hypothetical protein		ENOG41											
X7_000122	scaffold_1:422614-425815	+	1066	hypothetical protein		ENOG41											
X7_000123	scaffold_1:426702-429432	-	790	hypothetical protein													
X7_000124	scaffold_1:429688-436798	+	2022	hypothetical protein		ENOG41											
X7_000125	scaffold_1:437179-437952	+	115	hypothetical protein		ENOG41											
X7_000126	scaffold_1:438519-439047	-	90	hypothetical protein													
X7_000127	scaffold_1:439706-441293	+	528	hypothetical protein		ENOG41											
X7_000128	scaffold_1:442165-444214	-	441	hypothetical protein		ENOG41											
X7_000129	scaffold_1:444722-446213	-	377	hypothetical protein		ENOG41											
X7_000130	scaffold_1:448049-449850	+	544	hypothetical protein		ENOG41											
X7_000131	scaffold_1:459905-461968	+	668	hypothetical protein		ENOG41											
X7_000132	scaffold_1:462175-463776	-	513	hypothetical protein		ENOG41											
X7_000133	scaffold_1:464205-466292	+	675	hypothetical protein		ENOG41											
X7_000134	scaffold_1:466668-467878	+	299	hypothetical protein													
X7_000135	scaffold_1:468202-471594	-	1087	hypothetical protein													
X7_000136	scaffold_1:472070-474523	+	750	Vacuolar protein-sorting-associated protein 27													
X7_000137	scaffold_1:474908-476494	+	412	hypothetical protein													
X7_000138	scaffold_1:476567-477752	+	394	hypothetical protein													
X7_000139	scaffold_1:478685-479915	-	409	hypothetical protein		ENOG41											
X7_000140	scaffold_1:480776-482983	+	671	hypothetical protein													
X7_000141	scaffold_1:483692-484991	-	432	hypothetical protein		ENOG41											
X7_000142	scaffold_1:485483-486660	+	356	hypothetical protein		ENOG41											
X7_000143	scaffold_1:487847-488948	+	325	hypothetical protein													
X7_000144	scaffold_1:489644-490482	-	242	hypothetical protein													
X7_000145	scaffold_1:491546-494578	+	427	hypothetical protein													
X7_000146	scaffold_1:495365-496004	+	172	hypothetical protein													
X7_000147	scaffold_1:497241-499248	-	564	hypothetical protein		ENOG41											
X7_000148	scaffold_1:500868-502715	-	553	hypothetical protein													
X7_000149	scaffold_1:503108-506654	+	1181	hypothetical protein													
X7_000150	scaffold_1:507087-508153	+	328	hypothetical protein													
X7_000151	scaffold_1:509957-510743	-	242	hypothetical protein		ENOG41											
X7_000152	scaffold_1:512085-513255	+	389	hypothetical protein		ENOG41											
X7_000153	scaffold_1:513493-513784	+	96	hypothetical protein													
X7_000154	scaffold_1:513912-515640	-	575	hypothetical protein		ENOG41											
X7_000155	scaffold_1:521798-523402	-	515	hypothetical protein		ENOG41											
X7_000156	scaffold_1:523925-527000	-	895	hypothetical protein		ENOG41											
X7_000157	scaffold_1:528633-529745	-	324	Cell division control protein 2													
X7_000158	scaffold_1:530276-531398	+	347	hypothetical protein													
X7_000159	scaffold_1:531850-533982	+	558	hypothetical protein													
X7_000160	scaffold_1:534374-535239	-	240	hypothetical protein		ENOG41											
X7_000161	scaffold_1:538829-540122	+	430	hypothetical protein		ENOG41											
X7_000162	scaffold_1:541305-542161	+	209	hypothetical protein		ENOG41											
X7_000163	scaffold_1:547238-549162	-	593	hypothetical protein		ENOG41											
X7_000164	scaffold_1:550252-551790	+	473	NuA4 histone acetyltransferase subunit													
X7_000165	scaffold_1:552131-553974	-	514	hypothetical protein													
X7_000166	scaffold_1:555640-557460	-	458	hypothetical protein													
X7_000167	scaffold_1:558314-561913	+	1178	hypothetical protein		ENOG41											
X7_000168	scaffold_1:562466-565107	-	862	hypothetical protein													
X7_000169	scaffold_1:566909-567800	-	277	proteasome core particle subunit beta 2													
X7_000170	scaffold_1:568303-572690	+	1444	hypothetical protein													
X7_000171	scaffold_1:573180-574986	-	585	hypothetical protein													
X7_000172	scaffold_1:575585-576983	+	465	hypothetical protein													
X7_000173	scaffold_1:577307-578117	-	269	hypothetical protein													
X7_000174	scaffold_1:578236-579483	+	335	hypothetical protein													
X7_000175	scaffold_1:579571-582451	-	959	hypothetical protein		ENOG41											
X7_000176	scaffold_1:582745-586366	-	983	hypothetical protein		ENOG41											
X7_000177	scaffold_1:587525-588384	+	244	hypothetical protein		ENOG41											
X7_000178	scaffold_1:589318-589630	+	80	hypothetical protein													
X7_000179	scaffold_1:589923-591311	-	405	hypothetical protein													
X7_000180	scaffold_1:591640-594335	-	759	hypothetical protein		ENOG41											
X7_000181	scaffold_1:594899-597628	+	773	hypothetical protein		ENOG41											
X7_000182	scaffold_1:598278-598765	-	109	hypothetical protein													
X7_000183	scaffold_1:599876-601924	-	624	hypothetical protein													
X7_000184	scaffold_1:602512-603111	+	165	hypothetical protein		ENOG41											
X7_000185	scaffold_1:603653-605974	-	641	hypothetical protein		ENOG41											
X7_000186	scaffold_1:608738-609591	+	152	hypothetical protein		ENOG41											
X7_000187	scaffold_1:610285-612151	-	576	hypothetical protein													
X7_000188	scaffold_1:612190-613321	+	290	hypothetical protein													
X7_000189	scaffold_1:613593-614517	-	307	hypothetical protein													
X7_000190	scaffold_1:615153-618022	+	904	hypothetical protein		ENOG41											
X7_000191	scaffold_1:618783-620685	-	600	hypothetical protein													
X7_000192	scaffold_1:620875-621873	+	290	hypothetical protein		ENOG41											
X7_000193	scaffold_1:621987-623022	-	344	hypothetical protein		ENOG41											
X7_000194	scaffold_1:624184-625126	-	294	hypothetical protein													
X7_000195	scaffold_1:626076-631922	+	1864	hypothetical protein													
X7_000196	scaffold_1:632525-633396	+	140	hypothetical protein		ENOG41											
X7_000197	scaffold_1:633917-636258	-	635	ESCRT-0 subunit protein hse1													
X7_000198	scaffold_1:637306-640080	-	837	hypothetical protein													
X7_000199	scaffold_1:641368-645634	+	1373	hypothetical protein		ENOG41											
X7_000200	scaffold_1:646539-647975	+	425	hypothetical protein													
X7_000201	scaffold_1:648380-650020	-	474	hypothetical protein													
X7_000202	scaffold_1:651078-652259	+	316	hypothetical protein													
X7_000203	scaffold_1:652706-654742	-	643	ERMES complex Ca(2+)-binding regulatory GTPase gem1													
X7_000204	scaffold_1:655312-657404	+	588	hypothetical protein		ENOG41											
X7_000205	scaffold_1:658208-660126	+	524	hypothetical protein													
X7_000206	scaffold_1:660880-662552	+	473	hypothetical protein		ENOG41											
X7_000207	scaffold_1:662989-666119	+	949	hypothetical protein													
X7_000208	scaffold_1:666842-667622	+	223	hypothetical protein													
X7_000209	scaffold_1:670193-671920	-	537	hypothetical protein													
X7_000210	scaffold_1:674118-676485	+	774	hypothetical protein		ENOG41											
X7_000211	scaffold_1:679808-681529	-	556	hypothetical protein		ENOG41											
X7_000212	scaffold_1:695302-695750	-	128	hypothetical protein													
X7_000213	scaffold_1:719736-720349	+	185	hypothetical protein													
X7_000214	scaffold_1:720393-721290	-	298	hypothetical protein		ENOG41											
X7_000215	scaffold_1:721824-723417	+	530	hypothetical protein													
X7_000216	scaffold_1:723692-725720	+	601	hypothetical protein													
X7_000217	scaffold_1:726149-726736	-	107	hypothetical protein													
X7_000218	scaffold_1:726940-728593	-	550	hypothetical protein													
X7_000219	scaffold_1:729105-730002	+	298	hypothetical protein		ENOG41											
X7_000220	scaffold_1:732797-733287	+	144	hypothetical protein													
X7_000221	scaffold_1:736319-736830	+	119	hypothetical protein													
X7_000222	scaffold_1:742225-742504	+	92	hypothetical protein													
X7_000223	scaffold_1:747049-747616	-	188	hypothetical protein													
X7_000224	scaffold_1:752622-753043	+	105	hypothetical protein													
X7_000225	scaffold_1:755520-756696	+	391	hypothetical protein													
X7_000226	scaffold_1:756996-758489	-	422	hypothetical protein													
X7_000227	scaffold_1:759124-760087	+	320	hypothetical protein													
X7_000228	scaffold_1:760577-762624	-	549	hypothetical protein													
X7_000229	scaffold_1:763402-766513	+	987	hypothetical protein													
X7_000230	scaffold_1:766880-769435	-	737	hypothetical protein		ENOG41											
X7_000231	scaffold_1:769913-774162	+	1076	hypothetical protein													
X7_000232	scaffold_1:774831-775822	+	317	hypothetical protein		ENOG41											
X7_000233	scaffold_1:776132-779800	+	1111	hypothetical protein													
X7_000234	scaffold_1:780785-781785	-	297	hypothetical protein													
X7_000235	scaffold_1:782674-784743	+	654	hypothetical protein													
X7_000236	scaffold_1:785349-786413	-	298	hypothetical protein													
X7_000237	scaffold_1:786649-788061	+	452	hypothetical protein		ENOG41											
X7_000238	scaffold_1:791548-792574	+	309	hypothetical protein													
X7_000239	scaffold_1:793837-796245	+	708	hypothetical protein													
X7_000240	scaffold_1:796431-798774	-	743	hypothetical protein													
X7_000241	scaffold_1:799093-802472	+	1073	hypothetical protein													
X7_000242	scaffold_1:802490-808298	-	1465	hypothetical protein													
X7_000243	scaffold_1:808864-810589	-	574	hypothetical protein		ENOG41											
X7_000244	scaffold_1:811532-812513	-	309	hypothetical protein		ENOG41											
X7_000245	scaffold_1:813432-814930	+	482	hypothetical protein		ENOG41											
X7_000246	scaffold_1:816322-817300	+	325	hypothetical protein		ENOG41											
X7_000247	scaffold_1:818136-820674	+	845	hypothetical protein		ENOG41											
X7_000248	scaffold_1:822349-822696	+	79	hypothetical protein													
X7_000249	scaffold_1:823157-825231	-	424	hypothetical protein													
X7_000250	scaffold_1:826198-827611	+	430	hypothetical protein		ENOG41											
X7_000251	scaffold_1:832261-832648	-	128	hypothetical protein													
X7_000252	scaffold_1:834163-834850	-	168	hypothetical protein													
X7_000253	scaffold_1:835220-838131	-	902	hypothetical protein		ENOG41											
X7_000254	scaffold_1:838494-839171	+	206	hypothetical protein													
X7_000255	scaffold_1:839535-842387	-	905	hypothetical protein													
X7_000256	scaffold_1:843502-844743	-	394	hypothetical protein		ENOG41											
X7_000257	scaffold_1:846275-851379	+	1631	hypothetical protein		ENOG41											
X7_000258	scaffold_1:852049-857461	-	1523	hypothetical protein													
X7_000259	scaffold_1:857810-858887	+	341	NADH-ubiquinone oxidoreductase 30.4 kDa subunit, mitochondrial													
X7_000260	scaffold_1:859110-860330	-	386	hypothetical protein		ENOG41											
X7_000261	scaffold_1:860678-865751	+	1191	hypothetical protein													
X7_000262	scaffold_1:865931-866882	-	316	hypothetical protein		ENOG41											
X7_000263	scaffold_1:868175-869423	+	380	hypothetical protein													
X7_000264	scaffold_1:870430-871326	-	263	hypothetical protein		ENOG41											
X7_000265	scaffold_1:872298-872631	-	110	hypothetical protein													
X7_000266	scaffold_1:873810-874674	+	287	hypothetical protein													
X7_000267	scaffold_1:875673-876392	+	192	hypothetical protein													
X7_000268	scaffold_1:876900-882248	+	1547	hypothetical protein		ENOG41											
X7_000269	scaffold_1:882748-883798	-	349	hypothetical protein													
X7_000270	scaffold_1:884254-885800	+	493	hypothetical protein		ENOG41											
X7_000271	scaffold_1:886631-887446	-	253	hypothetical protein													
X7_000272	scaffold_1:888004-890102	+	600	hypothetical protein		ENOG41											
X7_000273	scaffold_1:890664-892416	-	497	hypothetical protein													
X7_000274	scaffold_1:893312-894564	+	325	hypothetical protein		ENOG41											
X7_000275	scaffold_1:895334-897553	+	613	hypothetical protein													
X7_000276	scaffold_1:898197-899698	-	442	hypothetical protein													
X7_000277	scaffold_1:901183-902257	-	357	hypothetical protein		ENOG41											
X7_000278	scaffold_1:902914-906695	-	923	Protein kinase													
X7_000279	scaffold_1:907664-910591	-	866	hypothetical protein		ENOG41											
X7_000280	scaffold_1:911893-913406	-	487	hypothetical protein													
X7_000281	scaffold_1:913567-914833	+	376	hypothetical protein													
X7_000282	scaffold_1:915597-917564	-	621	hypothetical protein		ENOG41											
X7_000283	scaffold_1:918634-921259	-	874	hypothetical protein													
X7_000284	scaffold_1:921838-924721	-	960	hypothetical protein		ENOG41											
X7_000285	scaffold_1:925083-926392	-	367	hypothetical protein		ENOG41											
X7_000286	scaffold_1:927836-930856	+	920	hypothetical protein													
X7_000287	scaffold_1:931421-931897	+	140	hypothetical protein													
X7_000288	scaffold_1:933784-935194	+	469	hypothetical protein													
X7_000289	scaffold_1:935542-937240	+	461	hypothetical protein													
X7_000290	scaffold_1:938383-938725	-	113	hypothetical protein													
X7_000291	scaffold_1:939125-945169	+	1756	hypothetical protein													
X7_000292	scaffold_1:945722-948662	-	979	hypothetical protein		ENOG41											
X7_000293	scaffold_1:949074-950753	+	429	hypothetical protein													
X7_000294	scaffold_1:951225-951970	+	160	translocase of the inner membrane													
X7_000295	scaffold_1:952386-954131	-	546	hypothetical protein		ENOG41											
X7_000296	scaffold_1:955876-956331	-	132	hypothetical protein		ENOG41											
X7_000297	scaffold_1:956516-957326	+	269	hypothetical protein													
X7_000298	scaffold_1:957655-959176	-	330	hypothetical protein													
X7_000299	scaffold_1:959794-962015	+	478	hypothetical protein		ENOG41											
X7_000300	scaffold_1:965121-966528	+	396	hypothetical protein		ENOG41											
X7_000301	scaffold_1:967674-970404	+	909	hypothetical protein		ENOG41											
X7_000302	scaffold_1:971294-979491	+	1589	hypothetical protein		ENOG41											
X7_000303	scaffold_1:979890-980628	-	200	hypothetical protein													
X7_000304	scaffold_1:981116-982664	-	515	hypothetical protein		ENOG41											
X7_000305	scaffold_1:984138-984871	+	154	hypothetical protein													
X7_000306	scaffold_1:985165-986306	-	361	hypothetical protein													
X7_000307	scaffold_1:987021-988076	+	202	Ubiquitin-conjugating enzyme E2 8													
X7_000308	scaffold_1:988432-992127	+	1192	hypothetical protein		ENOG41											
X7_000309	scaffold_1:992595-995348	-	898	hypothetical protein		ENOG41											
X7_000310	scaffold_1:996080-996566	+	161	hypothetical protein													
X7_000311	scaffold_1:996669-999079	-	766	hypothetical protein													
X7_000312	scaffold_1:999435-1000944	+	479	Serine/threonine-protein phosphatase 2A activator 1													
X7_000313	scaffold_1:1002551-1003473	+	183	hypothetical protein													
X7_000314	scaffold_1:1003662-1004007	-	114	hypothetical protein													
X7_000315	scaffold_1:1006389-1010249	+	1231	hypothetical protein		ENOG41											
X7_000316	scaffold_1:1012486-1013197	+	236	hypothetical protein													
X7_000317	scaffold_1:1013338-1017325	-	1291	hypothetical protein													
X7_000318	scaffold_1:1017879-1022415	-	1155	hypothetical protein		ENOG41											
X7_000319	scaffold_1:1023932-1025939	+	668	hypothetical protein													
X7_000320	scaffold_1:1026085-1028037	-	580	hypothetical protein													
X7_000321	scaffold_1:1030379-1031909	+	469	hypothetical protein		ENOG41											
X7_000322	scaffold_1:1032390-1032813	-	89	hypothetical protein													
X7_000323	scaffold_1:1035118-1036866	-	538	hypothetical protein		ENOG41											
X7_000324	scaffold_1:1037705-1041136	+	929	hypothetical protein		ENOG41											
X7_000325	scaffold_1:1043042-1044136	-	328	hypothetical protein		ENOG41											
X7_000326	scaffold_1:1045327-1045704	+	104	hypothetical protein													
X7_000327	scaffold_1:1048003-1049200	-	368	hypothetical protein		ENOG41											
X7_000328	scaffold_1:1049727-1050973	+	333	hypothetical protein		ENOG41											
X7_000329	scaffold_1:1052598-1055040	-	754	hypothetical protein		ENOG41											
X7_000330	scaffold_1:1056826-1057912	+	281	hypothetical protein													
X7_000331	scaffold_1:1060299-1062601	-	638	hypothetical protein		ENOG41											
X7_000332	scaffold_1:1067908-1068505	-	198	hypothetical protein													
X7_000333	scaffold_1:1069381-1069867	-	161	hypothetical protein													
X7_000334	scaffold_1:1072967-1074106	+	246	hypothetical protein													
X7_000335	scaffold_1:1125440-1125875	+	144	hypothetical protein													
X7_000336	scaffold_1:1126314-1127268	+	317	hypothetical protein													
X7_000337	scaffold_1:1128260-1129811	-	436	hypothetical protein		ENOG41											
X7_000338	scaffold_1:1131209-1135265	-	1303	hypothetical protein													
X7_000339	scaffold_1:1135811-1136647	-	235	hypothetical protein													
X7_000340	scaffold_1:1137209-1140981	-	985	hypothetical protein													
X7_000341	scaffold_1:1141473-1146305	+	1489	hypothetical protein													
X7_000342	scaffold_1:1148173-1152556	-	926	hypothetical protein		ENOG41											
X7_000343	scaffold_1:1153387-1154200	-	270	hypothetical protein													
X7_000344	scaffold_1:1156690-1157578	-	295	hypothetical protein		ENOG41											
X7_000345	scaffold_1:1159788-1162604	+	622	hypothetical protein		ENOG41											
X7_000346	scaffold_1:1164336-1164981	-	214	hypothetical protein		ENOG41											
X7_000347	scaffold_1:1167141-1168414	-	348	hypothetical protein		ENOG41											
X7_000348	scaffold_1:1169309-1170630	-	332	hypothetical protein													
X7_000349	scaffold_1:1172048-1174216	-	630	hypothetical protein		ENOG41											
X7_000350	scaffold_1:1175905-1177333	+	475	hypothetical protein		ENOG41											
X7_000351	scaffold_1:1177511-1179411	-	552	hypothetical protein													
X7_000352	scaffold_1:1179952-1181539	-	490	hypothetical protein													
X7_000353	scaffold_1:1181869-1185940	+	958	hypothetical protein													
X7_003589	scaffold_2:13294-14303	+	266	hypothetical protein		ENOG41											
X7_003590	scaffold_2:14341-15370	-	342	hypothetical protein													
X7_003591	scaffold_2:16109-16832	+	157	hypothetical protein													
X7_003592	scaffold_2:17771-18358	+	157	hypothetical protein		ENOG41											
X7_003593	scaffold_2:18608-20317	-	514	hypothetical protein		ENOG41											
X7_003594	scaffold_2:20455-21405	+	282	hypothetical protein													
X7_003595	scaffold_2:54985-55978	+	247	hypothetical protein													
X7_003596	scaffold_2:80731-81818	+	261	hypothetical protein													
X7_003597	scaffold_2:82163-82992	-	203	Rho- protein rac1A													
X7_003600	scaffold_2:255938-258344	+	661	hypothetical protein													
X7_003601	scaffold_2:259328-263632	-	1331	hypothetical protein													
X7_003602	scaffold_2:264041-265945	+	265	hypothetical protein													
X7_003603	scaffold_2:266307-268983	-	734	hypothetical protein		ENOG41											
X7_003604	scaffold_2:269536-272564	-	966	hypothetical protein		ENOG41											
X7_003605	scaffold_2:276000-278437	-	531	hypothetical protein		ENOG41											
X7_003606	scaffold_2:279310-281772	-	645	hypothetical protein		ENOG41											
X7_003607	scaffold_2:282761-286586	+	999	hypothetical protein													
X7_003608	scaffold_2:286914-287462	-	127	hypothetical protein													
X7_003609	scaffold_2:287678-292208	+	952	hypothetical protein													
X7_003610	scaffold_2:292576-293685	+	351	hypothetical protein		ENOG41											
X7_003611	scaffold_2:296877-304123	-	1922	hypothetical protein													
X7_003612	scaffold_2:304488-309749	-	1735	hypothetical protein													
X7_003613	scaffold_2:310273-311855	+	499	mRNA splicing protein													
X7_003614	scaffold_2:312017-312839	-	195	40S ribosomal protein S9													
X7_003615	scaffold_2:313022-313663	+	160	60S ribosomal protein L21A													
X7_003616	scaffold_2:314161-316491	-	679	hypothetical protein													
X7_003617	scaffold_2:316768-318027	+	404	hypothetical protein													
X7_003618	scaffold_2:319981-322850	+	612	hypothetical protein		ENOG41											
X7_003619	scaffold_2:323269-323813	+	153	hypothetical protein													
X7_003620	scaffold_2:325116-328135	-	825	hypothetical protein													
X7_003621	scaffold_2:330207-331104	+	298	hypothetical protein		ENOG41											
X7_003622	scaffold_2:332015-332876	+	238	hypothetical protein													
X7_003623	scaffold_2:333193-334711	-	505	hypothetical protein													
X7_003624	scaffold_2:335747-341380	+	1068	hypothetical protein		ENOG41											
X7_003625	scaffold_2:341840-345673	-	1179	hypothetical protein													
X7_003626	scaffold_2:346651-350539	-	903	hypothetical protein		ENOG41											
X7_003627	scaffold_2:351009-353592	+	594	hypothetical protein													
X7_003628	scaffold_2:353784-354311	-	155	hypothetical protein		ENOG41											
