GeneID	scaffold:start-end	strand	length	description	Ortho Group	EggNog	BUSCO	Secreted	TransMembrane	Protease family	CAZyme family	Transcription factor	InterPro Domains	PFAM Domains	GO terms	SecMet Cluster	SMCOG
X5_000032	scaffold_1:149927-150858	-	291	hypothetical protein		ENOG41											
X5_000033	scaffold_1:151516-156988	+	1823	hypothetical protein													
X5_000034	scaffold_1:157997-159080	-	319	hypothetical protein		ENOG41											
X5_000035	scaffold_1:159653-162954	+	1049	hypothetical protein													
X5_000036	scaffold_1:163844-165306	+	361	hypothetical protein		ENOG41											
X5_000037	scaffold_1:167067-168600	-	456	hypothetical protein		ENOG41											
X5_000038	scaffold_1:169379-171459	-	638	hypothetical protein													
X5_000039	scaffold_1:171927-174000	+	320	hypothetical protein													
X5_000040	scaffold_1:174282-178385	-	1108	hypothetical protein		ENOG41											
X5_000041	scaffold_1:179139-181480	+	711	hypothetical protein													
X5_000042	scaffold_1:182540-184024	+	477	hypothetical protein													
X5_000043	scaffold_1:185497-188306	-	917	hypothetical protein		ENOG41											
X5_000044	scaffold_1:189051-189663	-	182	hypothetical protein													
X5_000045	scaffold_1:190224-192520	-	731	hypothetical protein		ENOG41											
X5_000046	scaffold_1:196631-198143	-	503	hypothetical protein		ENOG41											
X5_000048	scaffold_1:201836-206156	+	1366	hypothetical protein													
X5_000049	scaffold_1:206265-207357	-	347	hypothetical protein		ENOG41											
X5_000050	scaffold_1:208054-208516	+	153	hypothetical protein													
X5_000051	scaffold_1:209271-209664	+	130	hypothetical protein													
X5_000052	scaffold_1:210971-218391	+	1216	hypothetical protein													
X5_000053	scaffold_1:219376-222614	-	1063	hypothetical protein													
X5_000054	scaffold_1:224069-225638	+	500	hypothetical protein		ENOG41											
X5_000055	scaffold_1:227513-230449	-	936	hypothetical protein													
X5_000056	scaffold_1:230955-231553	+	180	hypothetical protein													
X5_000057	scaffold_1:231999-233849	+	454	hypothetical protein		ENOG41											
X5_000058	scaffold_1:234201-235161	+	280	hypothetical protein		ENOG41											
X5_000059	scaffold_1:236243-237967	-	521	hypothetical protein													
X5_000060	scaffold_1:238702-243190	+	1436	Transcription elongation factor spt6													
X5_000061	scaffold_1:243646-246887	+	752	hypothetical protein													
X5_000062	scaffold_1:250350-251673	-	440	hypothetical protein		ENOG41											
X5_000063	scaffold_1:252726-254004	+	333	hypothetical protein		ENOG41											
X5_000064	scaffold_1:254631-256580	+	461	hypothetical protein		ENOG41											
X5_000065	scaffold_1:257625-258021	+	131	hypothetical protein		ENOG41											
X5_000066	scaffold_1:258873-260023	-	285	hypothetical protein													
X5_000067	scaffold_1:263862-268878	-	1269	hypothetical protein													
X5_000068	scaffold_1:269752-278011	-	2113	hypothetical protein		ENOG41											
X5_000069	scaffold_1:279316-281493	-	647	ATP-dependent RNA helicase													
X5_000070	scaffold_1:281837-282542	+	181	hypothetical protein													
X5_000071	scaffold_1:283048-284002	-	186	hypothetical protein													
X5_000072	scaffold_1:284070-286252	+	691	hypothetical protein													
X5_000073	scaffold_1:287125-289523	-	766	hypothetical protein		ENOG41											
X5_000074	scaffold_1:290906-292841	-	644	hypothetical protein		ENOG41											
X5_000075	scaffold_1:292868-294530	+	264	hypothetical protein		ENOG41											
X5_000076	scaffold_1:295230-299260	-	1326	hypothetical protein		ENOG41											
X5_000077	scaffold_1:303783-305274	+	397	hypothetical protein													
X5_000078	scaffold_1:305734-308002	+	755	hypothetical protein		ENOG41											
X5_000079	scaffold_1:314703-317616	-	686	hypothetical protein													
X5_000080	scaffold_1:317880-320578	+	498	hypothetical protein													
X5_000081	scaffold_1:320629-321257	+	187	hypothetical protein		ENOG41											
X5_000082	scaffold_1:321513-323649	-	634	hypothetical protein		ENOG41											
X5_000083	scaffold_1:324790-329592	+	856	hypothetical protein		ENOG41											
X5_000084	scaffold_1:330372-331301	-	252	hypothetical protein													
X5_000085	scaffold_1:334719-336736	+	503	hypothetical protein		ENOG41											
X5_000086	scaffold_1:337677-339915	+	745	hypothetical protein													
X5_000087	scaffold_1:340607-341729	-	322	hypothetical protein		ENOG41											
X5_000088	scaffold_1:342505-343716	+	385	hypothetical protein		ENOG41											
X5_000089	scaffold_1:344399-347169	+	864	hypothetical protein													
X5_000090	scaffold_1:347465-348589	-	189	hypothetical protein													
X5_000091	scaffold_1:349641-350891	+	351	hypothetical protein		ENOG41											
X5_000092	scaffold_1:352630-354200	+	468	hypothetical protein		ENOG41											
X5_000093	scaffold_1:354769-358444	-	784	hypothetical protein		ENOG41											
X5_000094	scaffold_1:360653-364514	+	1190	hypothetical protein													
X5_000095	scaffold_1:365404-367162	-	585	hypothetical protein		ENOG41											
X5_000096	scaffold_1:368317-369858	-	467	hypothetical protein		ENOG41											
X5_000097	scaffold_1:371158-372001	+	220	vesicle coat component													
X5_000098	scaffold_1:374467-379056	+	1347	hypothetical protein													
X5_000099	scaffold_1:380116-381043	-	259	hypothetical protein													
X5_000100	scaffold_1:382973-386497	-	873	hypothetical protein													
X5_000101	scaffold_1:390577-393932	+	969	hypothetical protein													
X5_000102	scaffold_1:396458-399641	+	574	hypothetical protein													
X5_000103	scaffold_1:400097-401057	-	319	hypothetical protein		ENOG41											
X5_000104	scaffold_1:401369-405266	+	1298	hypothetical protein		ENOG41											
X5_000105	scaffold_1:405591-408174	-	840	hypothetical protein													
X5_000106	scaffold_1:409456-411442	-	626	hypothetical protein													
X5_000107	scaffold_1:412640-413619	-	300	hypothetical protein		ENOG41											
X5_000108	scaffold_1:414870-420699	+	1025	hypothetical protein													
X5_000109	scaffold_1:421285-421819	-	129	hypothetical protein													
X5_000110	scaffold_1:422261-423331	+	224	hypothetical protein													
X5_000111	scaffold_1:423464-424055	-	196	hypothetical protein													
X5_000112	scaffold_1:424582-425920	+	445	hypothetical protein		ENOG41											
X5_000113	scaffold_1:427455-429710	+	715	hypothetical protein													
X5_000114	scaffold_1:432253-433548	-	396	hypothetical protein		ENOG41											
X5_000115	scaffold_1:436290-441877	-	213	hypothetical protein													
X5_000116	scaffold_1:443091-443609	+	120	hypothetical protein													
X5_000117	scaffold_1:444703-446747	-	550	hypothetical protein													
X5_000118	scaffold_1:447216-449170	-	511	hypothetical protein		ENOG41											
X5_000119	scaffold_1:454600-455509	-	248	hypothetical protein		ENOG41											
X5_000120	scaffold_1:457609-458917	+	435	hypothetical protein		ENOG41											
X5_000121	scaffold_1:460951-464850	-	1211	hypothetical protein													
X5_000122	scaffold_1:465503-467963	-	799	hypothetical protein		ENOG41											
X5_000123	scaffold_1:468727-469387	+	219	hypothetical protein		ENOG41											
X5_000124	scaffold_1:469448-470968	-	393	hypothetical protein		ENOG41											
X5_000125	scaffold_1:471063-472445	+	371	Golgi to ER traffic- protein													
X5_000126	scaffold_1:474755-475573	+	224	hypothetical protein		ENOG41											
X5_000127	scaffold_1:476029-478077	-	659	hypothetical protein		ENOG41											
X5_000128	scaffold_1:478487-479532	+	254	hypothetical protein													
X5_000129	scaffold_1:480478-481167	+	193	hypothetical protein		ENOG41											
X5_000130	scaffold_1:481558-482777	-	379	hypothetical protein		ENOG41											
X5_000131	scaffold_1:483420-483989	-	154	hypothetical protein		ENOG41											
X5_000132	scaffold_1:484310-485825	+	504	hypothetical protein		ENOG41											
X5_000133	scaffold_1:486595-487868	-	355	hypothetical protein													
X5_000134	scaffold_1:489462-493196	-	1083	COPII subunit													
X5_000135	scaffold_1:494874-499766	+	962	hypothetical protein													
X5_000136	scaffold_1:501503-501915	+	114	hypothetical protein		ENOG41											
X5_000137	scaffold_1:504226-506083	+	548	hypothetical protein													
X5_000138	scaffold_1:506486-506972	-	161	hypothetical protein		ENOG41											
X5_000139	scaffold_1:507119-508576	+	416	hypothetical protein													
X5_000140	scaffold_1:509065-512623	-	1185	hypothetical protein		ENOG41											
X5_000141	scaffold_1:514121-516978	-	866	hypothetical protein		ENOG41											
X5_000142	scaffold_1:519972-522249	-	724	hypothetical protein		ENOG41											
X5_000143	scaffold_1:522852-523723	+	179	hypothetical protein													
X5_000144	scaffold_1:524019-525642	+	372	hypothetical protein													
X5_000145	scaffold_1:525922-526540	-	205	hypothetical protein		ENOG41											
X5_000146	scaffold_1:527304-528477	+	390	hypothetical protein		ENOG41											
X5_000147	scaffold_1:529716-534167	+	1465	hypothetical protein		ENOG41											
X5_000148	scaffold_1:534794-540311	+	1079	hypothetical protein		ENOG41											
X5_000149	scaffold_1:540837-543813	+	941	hypothetical protein													
X5_000150	scaffold_1:544337-545870	-	510	hypothetical protein		ENOG41											
X5_000151	scaffold_1:546212-550432	-	1107	hypothetical protein													
X5_000152	scaffold_1:552245-553820	+	506	hypothetical protein													
X5_000153	scaffold_1:554424-556060	+	481	hypothetical protein													
X5_000154	scaffold_1:556776-559234	-	574	hypothetical protein		ENOG41											
X5_000155	scaffold_1:560192-561845	+	531	hypothetical protein		ENOG41											
X5_000156	scaffold_1:563853-567017	-	939	hypothetical protein													
X5_000157	scaffold_1:568088-570337	-	552	hypothetical protein		ENOG41											
X5_000158	scaffold_1:571906-575154	+	824	hypothetical protein		ENOG41											
X5_000159	scaffold_1:575534-576434	+	276	hypothetical protein													
X5_000160	scaffold_1:576501-577425	-	307	hypothetical protein													
X5_000161	scaffold_1:578035-579846	+	537	isocitrate lyase 1													
X5_000162	scaffold_1:580148-581583	+	405	Acetolactate synthase, mitochondrial													
X5_000163	scaffold_1:581825-583172	+	424	hypothetical protein													
X5_000164	scaffold_1:584062-585594	+	493	hypothetical protein		ENOG41											
X5_000165	scaffold_1:586066-586501	-	144	hypothetical protein													
X5_000166	scaffold_1:586722-587205	-	160	hypothetical protein													
X5_000167	scaffold_1:587449-587968	-	172	hypothetical protein		ENOG41											
X5_000168	scaffold_1:588427-590029	+	533	hypothetical protein													
X5_000169	scaffold_1:591050-591723	+	202	hypothetical protein													
X5_000170	scaffold_1:592105-592809	-	215	hypothetical protein													
X5_000171	scaffold_1:593233-595132	-	632	hypothetical protein		ENOG41											
X5_000172	scaffold_1:596933-598121	+	377	hypothetical protein		ENOG41											
X5_000173	scaffold_1:599669-600869	-	399	hypothetical protein													
X5_000174	scaffold_1:601840-606780	-	1121	hypothetical protein		ENOG41											
X5_000175	scaffold_1:607168-608432	+	296	hypothetical protein		ENOG41											
X5_000176	scaffold_1:611180-612835	+	532	hypothetical protein		ENOG41											
X5_000177	scaffold_1:613622-614649	+	198	hypothetical protein													
X5_000178	scaffold_1:615816-618029	+	602	hypothetical protein		ENOG41											
X5_000179	scaffold_1:619067-620503	+	458	hypothetical protein		ENOG41											
X5_000180	scaffold_1:620542-621145	-	200	hypothetical protein		ENOG41											
X5_000181	scaffold_1:621614-622842	+	386	hypothetical protein		ENOG41											
X5_000182	scaffold_1:623023-623843	-	187	hypothetical protein		ENOG41											
X5_000183	scaffold_1:624152-627587	+	794	hypothetical protein		ENOG41											
X5_000184	scaffold_1:628216-629173	+	318	hypothetical protein		ENOG41											
X5_000185	scaffold_1:630013-631119	-	343	hypothetical protein		ENOG41											
X5_000186	scaffold_1:631848-633372	+	507	hypothetical protein		ENOG41											
X5_000187	scaffold_1:634259-634963	+	197	hypothetical protein		ENOG41											
X5_000188	scaffold_1:635525-639827	-	1088	hypothetical protein													
X5_000189	scaffold_1:640818-642569	+	461	hypothetical protein		ENOG41											
X5_000190	scaffold_1:642610-643838	-	347	hypothetical protein		ENOG41											
X5_000191	scaffold_1:644240-652385	-	2567	hypothetical protein		ENOG41											
X5_000192	scaffold_1:653531-655521	-	568	hypothetical protein		ENOG41											
X5_000193	scaffold_1:655918-657070	-	365	hypothetical protein		ENOG41											
X5_000194	scaffold_1:657103-664989	+	2386	hypothetical protein		ENOG41											
X5_000195	scaffold_1:665632-667414	-	543	hypothetical protein		ENOG41											
X5_000196	scaffold_1:668799-671366	+	751	hypothetical protein		ENOG41											
X5_000197	scaffold_1:672762-675130	-	768	hypothetical protein													
X5_000198	scaffold_1:675513-678790	+	1018	hypothetical protein													
X5_000199	scaffold_1:681273-685263	+	1329	hypothetical protein		ENOG41											
X5_000200	scaffold_1:685695-689796	+	846	hypothetical protein		ENOG41											
X5_000201	scaffold_1:690686-691804	-	321	hypothetical protein		ENOG41											
X5_000202	scaffold_1:692311-694349	-	609	hypothetical protein													
X5_000203	scaffold_1:695085-696300	-	335	translation initiation factor eIF3 subunit													
X5_000204	scaffold_1:696652-699757	+	1018	hypothetical protein													
X5_000205	scaffold_1:700586-701843	+	418	hypothetical protein													
X5_000206	scaffold_1:702211-702750	-	157	hypothetical protein													
X5_000207	scaffold_1:703187-705241	+	649	hypothetical protein		ENOG41											
X5_000208	scaffold_1:705480-707058	-	525	hypothetical protein		ENOG41											
X5_000209	scaffold_1:707948-708968	-	339	hypothetical protein													
X5_000210	scaffold_1:709141-709917	+	239	hypothetical protein													
X5_000211	scaffold_1:710016-710842	-	256	hypothetical protein		ENOG41											
X5_000212	scaffold_1:711443-714572	-	895	hypothetical protein		ENOG41											
X5_000213	scaffold_1:716031-717321	+	429	hypothetical protein		ENOG41											
X5_000214	scaffold_1:717822-719082	+	379	hypothetical protein		ENOG41											
X5_000215	scaffold_1:719521-720374	-	237	hypothetical protein		ENOG41											
X5_000216	scaffold_1:722048-722570	-	151	hypothetical protein													
X5_000217	scaffold_1:723831-724695	-	217	hypothetical protein													
X5_000218	scaffold_1:726175-726994	-	272	hypothetical protein													
X5_000219	scaffold_1:727454-728942	+	478	hypothetical protein													
X5_000220	scaffold_1:729117-730084	-	304	hypothetical protein													
X5_000221	scaffold_1:730632-732768	+	637	TOM (translocase of outer membrane) complex component													
X5_000222	scaffold_1:733596-735728	+	691	hypothetical protein		ENOG41											
X5_000223	scaffold_1:736635-739528	+	906	hypothetical protein													
X5_000224	scaffold_1:741324-746125	-	1533	hypothetical protein		ENOG41											
X5_000225	scaffold_1:747041-748661	+	476	hypothetical protein													
X5_000226	scaffold_1:750227-752216	+	645	hypothetical protein		ENOG41											
X5_000227	scaffold_1:753229-753932	-	195	hypothetical protein													
X5_000228	scaffold_1:754087-755283	+	379	hypothetical protein													
X5_000229	scaffold_1:755406-756376	-	211	hypothetical protein		ENOG41											
X5_000230	scaffold_1:757164-758876	-	532	hypothetical protein													
X5_000231	scaffold_1:759054-760775	+	556	hypothetical protein		ENOG41											
X5_000232	scaffold_1:761023-762653	-	523	hypothetical protein													
X5_000233	scaffold_1:763192-763687	+	164	hypothetical protein													
X5_000234	scaffold_1:763998-766817	-	887	hypothetical protein													
X5_000235	scaffold_1:767449-768583	+	377	hypothetical protein													
X5_000236	scaffold_1:768859-770570	-	517	snoRNP complex protein nop56													
X5_000237	scaffold_1:770824-772922	+	543	T-complex protein 1 subunit zeta													
X5_000238	scaffold_1:773659-778606	+	1444	hypothetical protein													
X5_000239	scaffold_1:779468-780632	+	387	hypothetical protein													
X5_000240	scaffold_1:781007-782635	-	501	hypothetical protein													
X5_000241	scaffold_1:785490-786668	-	373	hypothetical protein													
X5_000242	scaffold_1:787823-789574	-	510	hypothetical protein													
X5_000243	scaffold_1:790596-796530	-	1945	hypothetical protein													
X5_000244	scaffold_1:798784-802744	+	948	hypothetical protein		ENOG41											
X5_000245	scaffold_1:802936-803913	-	198	hypothetical protein		ENOG41											
X5_000246	scaffold_1:804941-805460	-	129	hypothetical protein													
X5_000247	scaffold_1:806067-810242	+	991	hypothetical protein													
X5_000248	scaffold_1:810514-812991	-	603	hypothetical protein		ENOG41											
X5_000249	scaffold_1:813214-819390	+	1676	hypothetical protein													
X5_000250	scaffold_1:819645-820995	-	395	hypothetical protein		ENOG41											
X5_000251	scaffold_1:821472-822192	+	239	hypothetical protein													
X5_000252	scaffold_1:822574-823600	+	316	hypothetical protein		ENOG41											
X5_000253	scaffold_1:825591-828256	-	783	hypothetical protein		ENOG41											
X5_000254	scaffold_1:830290-832072	+	476	hypothetical protein													
X5_000255	scaffold_1:832802-835711	-	786	hypothetical protein		ENOG41											
X5_000256	scaffold_1:836592-837769	+	372	hypothetical protein		ENOG41											
X5_000257	scaffold_1:838713-840590	+	532	hypothetical protein		ENOG41											
X5_000258	scaffold_1:841797-842457	+	219	hypothetical protein													
X5_000259	scaffold_1:842768-843553	+	105	hypothetical protein													
X5_000260	scaffold_1:843752-845718	-	564	hypothetical protein		ENOG41											
X5_000261	scaffold_1:845849-846640	+	208	hypothetical protein													
X5_000262	scaffold_1:848372-849932	+	519	hypothetical protein		ENOG41											
X5_000263	scaffold_1:850368-851352	-	241	hypothetical protein		ENOG41											
X5_000264	scaffold_1:851863-855700	+	853	hypothetical protein													
X5_000265	scaffold_1:855934-857132	-	381	hypothetical protein													
X5_000266	scaffold_1:857322-858833	+	383	NADH-ubiquinone oxidoreductase 40 kDa subunit													
X5_000267	scaffold_1:859581-860559	+	268	hypothetical protein		ENOG41											
X5_000268	scaffold_1:861129-862903	-	574	hypothetical protein		ENOG41											
X5_000269	scaffold_1:863023-864343	+	375	hypothetical protein													
X5_000270	scaffold_1:864725-866299	-	506	hypothetical protein		ENOG41											
X5_000271	scaffold_1:867479-869186	-	513	hypothetical protein													
X5_000272	scaffold_1:870251-873242	-	996	hypothetical protein													
X5_000273	scaffold_1:873883-875479	-	531	hypothetical protein													
X5_000274	scaffold_1:876462-877334	-	272	hypothetical protein		ENOG41											
X5_000275	scaffold_1:877534-878914	+	459	hypothetical protein													
X5_000276	scaffold_1:879048-882574	-	967	hypothetical protein													
X5_000277	scaffold_1:883147-884007	+	252	hypothetical protein		ENOG41											
X5_000278	scaffold_1:884607-886907	+	694	hypothetical protein													
X5_000279	scaffold_1:887425-889249	+	588	hypothetical protein													
X5_000280	scaffold_1:891555-892493	+	263	18S rRNA pseudouridine methyltransferase													
X5_000281	scaffold_1:893605-895167	+	501	hypothetical protein		ENOG41											
X5_000282	scaffold_1:895516-898661	+	926	hypothetical protein													
X5_000283	scaffold_1:899624-903075	+	1133	hypothetical protein													
X5_000284	scaffold_1:903482-905118	-	527	hypothetical protein		ENOG41											
X5_000285	scaffold_1:905336-906890	+	517	hypothetical protein		ENOG41											
X5_000286	scaffold_1:907081-907717	-	186	hypothetical protein													
X5_000287	scaffold_1:910132-911912	+	444	hypothetical protein		ENOG41											
X5_000288	scaffold_1:912692-913997	+	434	hypothetical protein		ENOG41											
X5_000289	scaffold_1:914456-917580	-	841	hypothetical protein													
X5_000290	scaffold_1:918605-920014	+	379	hypothetical protein		ENOG41											
X5_000291	scaffold_1:920732-922509	+	572	hypothetical protein													
X5_000292	scaffold_1:923777-928889	+	1088	hypothetical protein													
X5_000293	scaffold_1:929497-930680	+	268	hypothetical protein													
X5_000294	scaffold_1:933586-934063	-	136	hypothetical protein													
X5_000295	scaffold_1:934598-939341	-	1357	hypothetical protein													
X5_000296	scaffold_1:939484-940076	+	146	hypothetical protein													
X5_000297	scaffold_1:940392-944845	-	1415	hypothetical protein													
X5_000298	scaffold_1:945037-946028	+	311	hypothetical protein		ENOG41											
X5_000299	scaffold_1:946332-947449	-	315	hypothetical protein		ENOG41											
X5_000300	scaffold_1:948125-949778	-	550	hypothetical protein													
X5_000301	scaffold_1:950462-950986	+	116	40S ribosomal protein S20													
X5_000302	scaffold_1:951214-953052	-	542	hypothetical protein													
X5_000303	scaffold_1:953337-954222	-	294	hypothetical protein		ENOG41											
X5_000304	scaffold_1:955192-959597	+	1425	hypothetical protein		ENOG41											
X5_000305	scaffold_1:959849-961490	-	411	hypothetical protein													
X5_000306	scaffold_1:961930-965105	-	665	hypothetical protein		ENOG41											
X5_000307	scaffold_1:966351-967486	+	318	hypothetical protein		ENOG41											
X5_000308	scaffold_1:969281-973817	+	1140	hypothetical protein		ENOG41											
X5_000309	scaffold_1:974438-975852	+	308	hypothetical protein		ENOG41											
X5_000310	scaffold_1:976071-977366	-	407	hypothetical protein		ENOG41											
X5_000311	scaffold_1:978667-979027	-	119	hypothetical protein													
X5_000312	scaffold_1:979964-980551	+	152	hypothetical protein													
X5_000313	scaffold_1:981109-983913	-	610	hypothetical protein		ENOG41											
X5_000314	scaffold_1:984538-988112	+	1072	hypothetical protein		ENOG41											
X5_000315	scaffold_1:988823-989705	+	271	hypothetical protein		ENOG41											
X5_000316	scaffold_1:991203-992250	-	310	hypothetical protein		ENOG41											
X5_000317	scaffold_1:992733-993138	-	134	hypothetical protein													
X5_000318	scaffold_1:993951-995595	-	474	hypothetical protein													
X5_000319	scaffold_1:996898-1000949	+	987	hypothetical protein													
X5_000320	scaffold_1:1005047-1006383	+	380	Actin-like protein													
X5_000321	scaffold_1:1007816-1008260	+	147	hypothetical protein		ENOG41											
X5_000322	scaffold_1:1008960-1009433	-	115	hypothetical protein													
X5_000323	scaffold_1:1009992-1011705	+	551	hypothetical protein		ENOG41											
X5_000324	scaffold_1:1012181-1013306	+	374	hypothetical protein													
X5_000325	scaffold_1:1013783-1015740	-	631	hypothetical protein		ENOG41											
X5_000326	scaffold_1:1017256-1018558	+	433	hypothetical protein													
X5_000327	scaffold_1:1018609-1020828	-	483	hypothetical protein													
X5_000328	scaffold_1:1021494-1025921	+	1296	hypothetical protein													
X5_000329	scaffold_1:1026359-1027177	-	232	hypothetical protein													
X5_000330	scaffold_1:1027375-1029913	+	483	Vacuolar protein sorting-associated protein 74													
X5_000331	scaffold_1:1032835-1034161	+	424	hypothetical protein		ENOG41											
X5_000332	scaffold_1:1035453-1037239	+	542	hypothetical protein		ENOG41											
X5_000333	scaffold_1:1037810-1038883	-	294	hypothetical protein													
X5_000334	scaffold_1:1039276-1041623	+	749	hypothetical protein													
X5_000336	scaffold_1:1043922-1045357	-	428	hypothetical protein		ENOG41											
X5_000337	scaffold_1:1046581-1048354	-	572	hypothetical protein													
X5_000338	scaffold_1:1049238-1049817	-	192	hypothetical protein													
X5_000339	scaffold_1:1051328-1052831	-	408	hypothetical protein													
X5_000340	scaffold_1:1054436-1055737	+	416	hypothetical protein		ENOG41											
X5_000341	scaffold_1:1056580-1059107	+	758	AP-1 complex subunit beta-1		ENOG41											
X5_000342	scaffold_1:1059379-1061479	-	683	hypothetical protein													
X5_008863	scaffold_2:11211-12671	+	272	hypothetical protein													
X5_008864	scaffold_2:12810-14549	+	530	hypothetical protein													
X5_008865	scaffold_2:14853-15889	-	269	hypothetical protein													
X5_008866	scaffold_2:17657-20177	+	798	hypothetical protein		ENOG41											
X5_008867	scaffold_2:22122-23058	-	258	hypothetical protein		ENOG41											
X5_008868	scaffold_2:23757-24071	-	88	hypothetical protein		ENOG41											
X5_008869	scaffold_2:25605-28414	+	421	hypothetical protein		ENOG41											
X5_008870	scaffold_2:213676-216987	-	777	hypothetical protein													
X5_008871	scaffold_2:217697-219118	+	360	hypothetical protein		ENOG41											
X5_008872	scaffold_2:220331-221073	-	207	GTPase Ypt2													
X5_008873	scaffold_2:221640-223512	-	585	hypothetical protein													
X5_008874	scaffold_2:223812-225394	+	331	hypothetical protein													
X5_008875	scaffold_2:226751-234608	-	2473	hypothetical protein													
X5_008876	scaffold_2:235904-236680	-	190	hypothetical protein		ENOG41											
X5_008877	scaffold_2:236887-237889	+	297	hypothetical protein													
X5_008878	scaffold_2:238243-242201	+	1286	hypothetical protein													
X5_008879	scaffold_2:242553-243779	-	389	26S protease regulatory subunit 8													
X5_008880	scaffold_2:244324-247949	+	1134	hypothetical protein													
X5_008881	scaffold_2:248115-248601	+	161	hypothetical protein													
X5_008882	scaffold_2:249749-253286	-	1044	hypothetical protein													
X5_008883	scaffold_2:253950-256041	-	659	hypothetical protein		ENOG41											
X5_008884	scaffold_2:257035-260821	-	1206	hypothetical protein		ENOG41											
X5_008885	scaffold_2:261160-262511	+	409	hypothetical protein		ENOG41											
X5_008886	scaffold_2:262728-263535	-	233	hypothetical protein													
X5_008887	scaffold_2:264848-266928	+	606	hypothetical protein													
X5_008888	scaffold_2:269188-271608	-	732	hypothetical protein		ENOG41											
X5_008889	scaffold_2:273817-275626	-	602	hypothetical protein		ENOG41											
X5_008890	scaffold_2:279612-283854	+	899	hypothetical protein													
X5_008891	scaffold_2:285224-292223	+	2045	hypothetical protein													
X5_008892	scaffold_2:293181-295236	-	556	hypothetical protein													
X5_008893	scaffold_2:295591-297527	+	627	hypothetical protein		ENOG41											
X5_008894	scaffold_2:297848-299303	-	484	hypothetical protein		ENOG41											
X5_008895	scaffold_2:299987-300605	-	205	hypothetical protein													
X5_008896	scaffold_2:301209-302594	-	384	pyruvate dehydrogenase E1, beta subunit													
X5_008897	scaffold_2:303041-304226	-	378	Delta(24)-sterol C-methyltransferase													
X5_008898	scaffold_2:304590-305818	+	388	Pre-mRNA-splicing factor slt11													
X5_008899	scaffold_2:307264-308509	-	373	hypothetical protein		ENOG41											
X5_008900	scaffold_2:309551-312380	-	627	hypothetical protein		ENOG41											
X5_008901	scaffold_2:312822-314696	+	606	hypothetical protein													
X5_008902	scaffold_2:314776-316036	-	419	hypothetical protein		ENOG41											
X5_008903	scaffold_2:316357-317268	+	253	hypothetical protein													
X5_008904	scaffold_2:322399-322939	+	142	negative cofactor 2 transcription regulator complex subunit ncb2													
X5_008905	scaffold_2:323372-324294	-	287	hypothetical protein													
X5_008906	scaffold_2:325870-327218	+	167	hypothetical protein													
X5_008907	scaffold_2:330326-331841	+	486	hypothetical protein													
X5_008908	scaffold_2:334374-339861	+	1375	hypothetical protein													
X5_008909	scaffold_2:340559-340939	+	98	hypothetical protein													
