GeneID	scaffold:start-end	strand	length	description	Ortho Group	EggNog	BUSCO	Secreted	TransMembrane	Protease family	CAZyme family	Transcription factor	InterPro Domains	PFAM Domains	GO terms	SecMet Cluster	SMCOG
X3_000122	scaffold_1:270171-272173	+	631	hypothetical protein		ENOG41											
X3_000123	scaffold_1:272186-272543	+	118	hypothetical protein		ENOG41											
X3_000124	scaffold_1:272586-272973	+	128	hypothetical protein													
X3_000125	scaffold_1:272989-273928	-	312	hypothetical protein		ENOG41											
X3_000126	scaffold_1:273999-274768	+	237	hypothetical protein		ENOG41											
X3_000127	scaffold_1:274784-275759	+	324	hypothetical protein													
X3_000128	scaffold_1:275779-276841	+	353	hypothetical protein		ENOG41											
X3_000129	scaffold_1:276918-281821	-	1416	hypothetical protein													
X3_000131	scaffold_1:282116-282674	+	185	hypothetical protein		ENOG41											
X3_000132	scaffold_1:282778-283129	+	116	hypothetical protein													
X3_000133	scaffold_1:283137-288530	-	1697	hypothetical protein													
X3_000134	scaffold_1:288614-289346	+	243	hypothetical protein		ENOG41											
X3_000135	scaffold_1:289378-289936	+	185	hypothetical protein													
X3_000136	scaffold_1:290005-291169	+	387	hypothetical protein		ENOG41											
X3_000137	scaffold_1:291460-293136	-	530	hypothetical protein													
X3_000138	scaffold_1:293284-293809	-	174	hypothetical protein		ENOG41											
X3_000139	scaffold_1:293854-294836	+	306	hypothetical protein		ENOG41											
X3_000140	scaffold_1:294837-300457	-	1756	hypothetical protein													
X3_000141	scaffold_1:300499-301321	-	273	hypothetical protein													
X3_000142	scaffold_1:301423-302056	+	210	hypothetical protein													
X3_000143	scaffold_1:302330-304217	-	628	hypothetical protein													
X3_000144	scaffold_1:304359-305325	+	321	hypothetical protein		ENOG41											
X3_000145	scaffold_1:305328-306858	-	509	hypothetical protein		ENOG41											
X3_000146	scaffold_1:307119-308697	+	525	hypothetical protein													
X3_000147	scaffold_1:308710-309283	-	190	hypothetical protein		ENOG41											
X3_000148	scaffold_1:309311-316882	-	2313	hypothetical protein		ENOG41											
X3_000149	scaffold_1:316925-322929	-	1735	hypothetical protein													
X3_000150	scaffold_1:322942-324814	-	494	hypothetical protein		ENOG41											
X3_000151	scaffold_1:324845-327014	+	708	hypothetical protein		ENOG41											
X3_000152	scaffold_1:327027-327579	-	183	hypothetical protein													
X3_000153	scaffold_1:327679-328867	+	395	hypothetical protein													
X3_000154	scaffold_1:328947-331547	-	852	hypothetical protein													
X3_000155	scaffold_1:331642-332170	-	175	hypothetical protein		ENOG41											
X3_000156	scaffold_1:332183-333065	-	293	hypothetical protein													
X3_000157	scaffold_1:333094-334743	+	530	hypothetical protein													
X3_000158	scaffold_1:334750-336917	-	692	hypothetical protein													
X3_000159	scaffold_1:336935-338495	-	519	hypothetical protein													
X3_000160	scaffold_1:338707-339718	+	336	hypothetical protein													
X3_000161	scaffold_1:339944-340550	-	201	hypothetical protein		ENOG41											
X3_000162	scaffold_1:340840-343200	+	715	hypothetical protein		ENOG41											
X3_000163	scaffold_1:343311-343800	-	162	hypothetical protein													
X3_000164	scaffold_1:343891-344671	+	259	hypothetical protein		ENOG41											
X3_000165	scaffold_1:344751-347570	-	778	hypothetical protein		ENOG41											
X3_000166	scaffold_1:347826-348327	-	166	hypothetical protein													
X3_000167	scaffold_1:348471-348939	+	155	hypothetical protein													
X3_000168	scaffold_1:349075-349618	+	180	hypothetical protein		ENOG41											
X3_000169	scaffold_1:349645-350086	-	146	hypothetical protein		ENOG41											
X3_000170	scaffold_1:350278-350848	+	189	hypothetical protein													
X3_000171	scaffold_1:350932-352928	-	631	hypothetical protein		ENOG41											
X3_000172	scaffold_1:352957-353794	-	278	hypothetical protein		ENOG41											
X3_000173	scaffold_1:354240-355227	-	328	hypothetical protein													
X3_000174	scaffold_1:355325-359721	-	1299	hypothetical protein													
X3_000175	scaffold_1:359772-362899	+	993	hypothetical protein		ENOG41											
X3_000176	scaffold_1:362913-363327	-	137	hypothetical protein		ENOG41											
X3_000177	scaffold_1:363366-364922	-	496	hypothetical protein													
X3_000178	scaffold_1:365006-368408	-	1075	hypothetical protein		ENOG41											
X3_000179	scaffold_1:368432-369909	-	479	hypothetical protein													
X3_000180	scaffold_1:369950-372929	-	959	hypothetical protein													
X3_000181	scaffold_1:373044-374238	+	397	hypothetical protein													
X3_000182	scaffold_1:374287-378736	+	1367	hypothetical protein													
X3_000183	scaffold_1:378808-380191	+	460	hypothetical protein													
X3_000184	scaffold_1:380354-381446	+	363	hypothetical protein													
X3_000185	scaffold_1:381449-381842	-	130	hypothetical protein													
X3_000186	scaffold_1:381885-384400	+	780	hypothetical protein													
X3_000187	scaffold_1:384551-385088	-	178	hypothetical protein													
X3_000188	scaffold_1:385185-386676	+	496	hypothetical protein													
X3_000189	scaffold_1:386786-388466	+	559	hypothetical protein													
X3_000191	scaffold_1:388757-389531	+	257	hypothetical protein													
X3_000192	scaffold_1:389918-401510	-	3638	hypothetical protein													
X3_000193	scaffold_1:401781-405538	-	1199	hypothetical protein													
X3_000194	scaffold_1:405642-407148	-	450	hypothetical protein													
X3_000195	scaffold_1:407180-410967	+	1247	hypothetical protein		ENOG41											
X3_000196	scaffold_1:411351-416496	-	1675	hypothetical protein													
X3_000197	scaffold_1:416548-419769	+	1036	hypothetical protein		ENOG41											
X3_000198	scaffold_1:419770-420793	-	340	hypothetical protein		ENOG41											
X3_000199	scaffold_1:420815-422268	-	465	hypothetical protein		ENOG41											
X3_000200	scaffold_1:422314-424101	+	572	hypothetical protein		ENOG41											
X3_000201	scaffold_1:424103-425012	-	302	hypothetical protein		ENOG41											
X3_000202	scaffold_1:425089-426157	-	355	hypothetical protein		ENOG41											
X3_000203	scaffold_1:426179-428398	-	707	hypothetical protein		ENOG41											
X3_000204	scaffold_1:428594-431081	+	828	hypothetical protein		ENOG41											
X3_000205	scaffold_1:431192-432092	-	299	hypothetical protein													
X3_000206	scaffold_1:432295-433495	-	399	hypothetical protein		ENOG41											
X3_000207	scaffold_1:433581-438301	+	1431	hypothetical protein													
X3_000208	scaffold_1:438461-439190	-	242	hypothetical protein													
X3_000209	scaffold_1:439253-440771	+	505	hypothetical protein		ENOG41											
X3_000210	scaffold_1:441015-441726	+	236	hypothetical protein		ENOG41											
X3_000211	scaffold_1:441800-442568	+	255	hypothetical protein													
X3_000212	scaffold_1:442646-443471	+	274	hypothetical protein													
X3_000213	scaffold_1:443491-445679	+	695	hypothetical protein													
X3_000214	scaffold_1:445688-446156	-	155	hypothetical protein		ENOG41											
X3_000215	scaffold_1:446403-449307	-	967	hypothetical protein													
X3_000216	scaffold_1:449444-451523	+	692	ATP-dependent zinc metalloprotease FtsH 3													
X3_000217	scaffold_1:451536-451995	-	152	hypothetical protein		ENOG41											
X3_000218	scaffold_1:452036-453560	-	507	hypothetical protein													
X3_000219	scaffold_1:453639-454488	-	282	hypothetical protein		ENOG41											
X3_000220	scaffold_1:454532-455525	+	330	hypothetical protein													
X3_000221	scaffold_1:455531-456292	-	237	hypothetical protein													
X3_000222	scaffold_1:456450-459876	+	1063	hypothetical protein													
X3_000223	scaffold_1:460009-465449	-	1762	hypothetical protein													
X3_000224	scaffold_1:465639-466500	+	286	hypothetical protein		ENOG41											
X3_000225	scaffold_1:466530-467843	-	417	hypothetical protein													
X3_000226	scaffold_1:467894-469280	-	461	hypothetical protein													
X3_000227	scaffold_1:469321-470485	+	387	hypothetical protein													
X3_000228	scaffold_1:470492-471233	-	246	hypothetical protein													
X3_000229	scaffold_1:471480-475263	-	1225	hypothetical protein													
X3_000230	scaffold_1:475362-476844	+	493	hypothetical protein													
X3_000231	scaffold_1:476902-481743	-	1516	hypothetical protein													
X3_000232	scaffold_1:481817-482726	+	302	hypothetical protein													
X3_000233	scaffold_1:483006-486822	-	1210	hypothetical protein													
X3_000234	scaffold_1:486897-488127	-	409	hypothetical protein													
X3_000235	scaffold_1:488334-489447	-	341	hypothetical protein													
X3_000236	scaffold_1:489460-493414	-	1229	hypothetical protein		ENOG41											
X3_000237	scaffold_1:493454-497921	-	1391	hypothetical protein													
X3_000238	scaffold_1:498061-501628	+	1125	hypothetical protein													
X3_000239	scaffold_1:501937-506350	-	1345	hypothetical protein													
X3_000240	scaffold_1:506381-507020	+	212	hypothetical protein		ENOG41											
X3_000241	scaffold_1:507041-511841	-	1536	hypothetical protein													
X3_000242	scaffold_1:511855-514751	-	912	hypothetical protein													
X3_000243	scaffold_1:514765-525594	-	3406	hypothetical protein													
X3_000244	scaffold_1:525680-526487	-	268	hypothetical protein													
X3_000245	scaffold_1:527062-527761	+	232	hypothetical protein													
X3_000246	scaffold_1:527897-530786	-	923	hypothetical protein													
X3_000247	scaffold_1:530846-536813	-	1900	hypothetical protein		ENOG41											
X3_000248	scaffold_1:536884-537863	-	306	hypothetical protein													
X3_000249	scaffold_1:537985-539799	-	573	hypothetical protein													
X3_000250	scaffold_1:539870-542426	-	851	hypothetical protein													
X3_000251	scaffold_1:542571-544730	+	688	hypothetical protein													
X3_000252	scaffold_1:544817-547260	+	793	hypothetical protein													
X3_000253	scaffold_1:549437-549776	+	112	hypothetical protein		ENOG41											
X3_000254	scaffold_1:549792-550260	+	155	hypothetical protein		ENOG41											
X3_000255	scaffold_1:550267-551551	-	427	hypothetical protein													
X3_000256	scaffold_1:551593-552160	-	188	hypothetical protein													
X3_000257	scaffold_1:552289-555275	-	963	hypothetical protein													
X3_000258	scaffold_1:555382-558157	+	895	hypothetical protein		ENOG41											
X3_000259	scaffold_1:558330-560097	-	565	hypothetical protein		ENOG41											
X3_000260	scaffold_1:560122-561762	-	523	hypothetical protein													
X3_000261	scaffold_1:562123-566541	+	1385	hypothetical protein													
X3_000262	scaffold_1:567059-570539	-	1084	hypothetical protein		ENOG41											
X3_000263	scaffold_1:570831-571419	+	195	hypothetical protein													
X3_000264	scaffold_1:571764-572633	+	272	hypothetical protein		ENOG41											
X3_000265	scaffold_1:572703-573432	-	242	hypothetical protein		ENOG41											
X3_000266	scaffold_1:573584-576886	+	1032	hypothetical protein													
X3_000267	scaffold_1:577060-577650	+	178	hypothetical protein													
X3_000268	scaffold_1:577763-582247	-	1435	hypothetical protein													
X3_000269	scaffold_1:582349-584412	-	663	hypothetical protein													
X3_000270	scaffold_1:584447-585380	+	310	hypothetical protein													
X3_000271	scaffold_1:585546-585945	+	132	hypothetical protein		ENOG41											
X3_000272	scaffold_1:585998-586943	+	314	hypothetical protein		ENOG41											
X3_000273	scaffold_1:586950-590758	-	1214	hypothetical protein													
X3_000274	scaffold_1:590988-593704	+	866	hypothetical protein		ENOG41											
X3_000275	scaffold_1:593747-601250	-	2411	hypothetical protein													
X3_000276	scaffold_1:601268-604616	-	1022	hypothetical protein													
X3_000277	scaffold_1:604630-605539	-	302	hypothetical protein													
X3_000278	scaffold_1:605572-608033	-	780	hypothetical protein		ENOG41											
X3_000279	scaffold_1:608163-609522	+	452	hypothetical protein													
X3_000280	scaffold_1:609622-610342	+	239	hypothetical protein													
X3_000281	scaffold_1:610357-613038	+	693	hypothetical protein		ENOG41											
X3_000282	scaffold_1:613062-614030	+	302	hypothetical protein		ENOG41											
X3_000283	scaffold_1:614051-614564	+	170	hypothetical protein													
X3_000284	scaffold_1:614652-616323	-	495	hypothetical protein													
X3_000285	scaffold_1:616380-617403	-	340	hypothetical protein													
X3_000286	scaffold_1:617465-619184	-	544	hypothetical protein													
X3_000287	scaffold_1:619285-623721	+	1400	hypothetical protein													
X3_000288	scaffold_1:624051-629500	+	1673	hypothetical protein													
X3_000289	scaffold_1:629510-631259	-	564	hypothetical protein													
X3_000290	scaffold_1:631327-635220	-	1226	hypothetical protein													
X3_000291	scaffold_1:635242-637529	-	722	hypothetical protein													
X3_000292	scaffold_1:637658-642581	-	1544	hypothetical protein													
X3_000293	scaffold_1:642630-644508	-	625	hypothetical protein													
X3_000294	scaffold_1:644894-647110	-	711	hypothetical protein													
X3_000295	scaffold_1:647313-649356	+	680	hypothetical protein		ENOG41											
X3_000296	scaffold_1:649492-652433	-	961	hypothetical protein													
X3_000297	scaffold_1:652534-655106	-	825	hypothetical protein													
X3_000298	scaffold_1:655138-656911	-	551	hypothetical protein													
X3_000299	scaffold_1:657236-660595	-	1022	hypothetical protein													
X3_000300	scaffold_1:660716-661649	+	310	hypothetical protein		ENOG41											
X3_000301	scaffold_1:661754-666292	+	1420	hypothetical protein													
X3_000302	scaffold_1:666293-668067	-	572	hypothetical protein													
X3_000303	scaffold_1:668102-668735	+	210	hypothetical protein		ENOG41											
X3_000304	scaffold_1:668756-669557	+	266	hypothetical protein													
X3_000305	scaffold_1:669572-673869	-	1252	hypothetical protein													
X3_000306	scaffold_1:674038-677362	+	1034	hypothetical protein													
X3_000307	scaffold_1:677477-678950	-	468	hypothetical protein													
X3_000308	scaffold_1:678981-680701	+	514	hypothetical protein													
X3_000309	scaffold_1:680904-686751	-	1820	hypothetical protein													
X3_000310	scaffold_1:686822-688794	+	638	hypothetical protein		ENOG41											
X3_000311	scaffold_1:688894-690557	-	532	hypothetical protein													
X3_000312	scaffold_1:690624-690915	+	96	hypothetical protein													
X3_000313	scaffold_1:690992-691709	+	238	hypothetical protein													
X3_000314	scaffold_1:691780-693274	+	497	hypothetical protein													
X3_000315	scaffold_1:693354-694199	+	255	hypothetical protein		ENOG41											
X3_000316	scaffold_1:694675-697479	-	745	hypothetical protein		ENOG41											
X3_000317	scaffold_1:697550-698777	-	347	hypothetical protein		ENOG41											
X3_000318	scaffold_1:698928-702614	+	1108	hypothetical protein		ENOG41											
X3_000319	scaffold_1:702638-704126	+	433	hypothetical protein		ENOG41											
X3_000320	scaffold_1:704354-706614	-	660	hypothetical protein													
X3_000321	scaffold_1:706794-708294	+	499	hypothetical protein		ENOG41											
X3_000322	scaffold_1:708511-711798	-	967	hypothetical protein		ENOG41											
X3_000323	scaffold_1:711837-712611	+	257	hypothetical protein		ENOG41											
X3_000324	scaffold_1:712656-713112	-	151	hypothetical protein		ENOG41											
X3_000325	scaffold_1:713235-713661	+	141	hypothetical protein													
X3_000326	scaffold_1:713749-714650	-	264	hypothetical protein													
X3_000327	scaffold_1:714729-718096	+	1054	hypothetical protein		ENOG41											
X3_000328	scaffold_1:718402-719641	-	412	hypothetical protein													
X3_000329	scaffold_1:719733-721872	-	679	hypothetical protein		ENOG41											
X3_000330	scaffold_1:721911-725486	+	1084	hypothetical protein		ENOG41											
X3_000331	scaffold_1:725617-725821	-	67	hypothetical protein													
X3_000332	scaffold_1:725914-727495	-	526	hypothetical protein													
X3_000333	scaffold_1:727531-737286	-	3067	hypothetical protein													
X3_000334	scaffold_1:737432-739066	+	526	hypothetical protein													
X3_000335	scaffold_1:739101-740334	+	410	hypothetical protein													
X3_000336	scaffold_1:740337-741619	-	383	hypothetical protein		ENOG41											
X3_000337	scaffold_1:741767-743927	+	719	hypothetical protein													
X3_000338	scaffold_1:743972-744383	+	136	hypothetical protein		ENOG41											
X3_000339	scaffold_1:744720-745356	-	211	hypothetical protein		ENOG41											
X3_000340	scaffold_1:745391-749455	+	1293	hypothetical protein													
X3_000341	scaffold_1:749518-752451	+	931	hypothetical protein													
X3_000342	scaffold_1:752472-753836	+	435	hypothetical protein													
X3_000343	scaffold_1:753847-757644	-	1158	hypothetical protein													
X3_000344	scaffold_1:757945-758488	+	180	hypothetical protein													
X3_000345	scaffold_1:758593-759811	+	405	hypothetical protein													
X3_000346	scaffold_1:759826-762503	-	855	hypothetical protein													
X3_000347	scaffold_1:762665-764575	+	581	hypothetical protein													
X3_000348	scaffold_1:764786-765530	-	247	hypothetical protein		ENOG41											
X3_000349	scaffold_1:765645-766365	+	239	hypothetical protein													
X3_000350	scaffold_1:766379-767432	-	350	hypothetical protein		ENOG41											
X3_000351	scaffold_1:767485-768541	-	351	hypothetical protein		ENOG41											
X3_000352	scaffold_1:768628-769144	+	171	hypothetical protein													
X3_000353	scaffold_1:769202-770274	-	341	hypothetical protein													
X3_000354	scaffold_1:770402-770921	+	172	hypothetical protein		ENOG41											
X3_000355	scaffold_1:771056-772254	+	381	hypothetical protein													
X3_000356	scaffold_1:772376-781494	-	2802	hypothetical protein													
X3_000357	scaffold_1:781707-782358	-	216	hypothetical protein													
X3_000358	scaffold_1:782404-783958	+	487	hypothetical protein													
X3_000359	scaffold_1:783988-784605	-	190	hypothetical protein		ENOG41											
X3_000360	scaffold_1:784645-785737	+	329	hypothetical protein													
X3_000361	scaffold_1:785771-791181	-	1661	hypothetical protein													
X3_000362	scaffold_1:791201-794226	-	974	hypothetical protein													
X3_000363	scaffold_1:794298-801850	-	2478	hypothetical protein													
X3_000364	scaffold_1:801877-805009	-	1009	hypothetical protein													
X3_000365	scaffold_1:805072-808067	+	957	hypothetical protein		ENOG41											
X3_000366	scaffold_1:808069-808642	-	190	hypothetical protein		ENOG41											
X3_000367	scaffold_1:808673-809522	-	282	hypothetical protein		ENOG41											
X3_000368	scaffold_1:809582-814696	+	1540	hypothetical protein													
X3_000369	scaffold_1:814879-815917	+	345	hypothetical protein													
X3_000370	scaffold_1:816363-821315	-	1581	hypothetical protein													
X3_000371	scaffold_1:821437-822359	+	292	hypothetical protein		ENOG41											
X3_000372	scaffold_1:822621-823827	-	401	hypothetical protein													
X3_000373	scaffold_1:823951-824860	+	302	hypothetical protein													
X3_000374	scaffold_1:825049-825625	+	191	hypothetical protein		ENOG41											
X3_000375	scaffold_1:825786-826689	-	300	hypothetical protein													
X3_000376	scaffold_1:826829-827666	-	278	hypothetical protein													
X3_000377	scaffold_1:827797-829906	-	655	hypothetical protein													
X3_000378	scaffold_1:829969-830575	-	201	hypothetical protein		ENOG41											
X3_000379	scaffold_1:830870-833172	+	733	hypothetical protein													
X3_000380	scaffold_1:833415-835151	+	562	hypothetical protein													
X3_000381	scaffold_1:835176-836064	-	295	hypothetical protein		ENOG41											
X3_000382	scaffold_1:836446-837494	-	334	hypothetical protein		ENOG41											
X3_000383	scaffold_1:837594-840121	-	810	hypothetical protein													
X3_000384	scaffold_1:840188-842518	-	744	hypothetical protein													
X3_000385	scaffold_1:842641-843976	+	407	hypothetical protein													
X3_000386	scaffold_1:844051-847274	-	987	hypothetical protein													
X3_000387	scaffold_1:847291-848968	-	558	hypothetical protein													
X3_000388	scaffold_1:849032-852235	+	971	hypothetical protein		ENOG41											
X3_000389	scaffold_1:852263-852785	+	173	hypothetical protein													
X3_000390	scaffold_1:852933-854422	-	465	hypothetical protein		ENOG41											
X3_000391	scaffold_1:854449-855602	+	341	hypothetical protein													
X3_000392	scaffold_1:855618-857483	-	540	hypothetical protein													
X3_000393	scaffold_1:857521-865558	-	2511	hypothetical protein													
X3_000394	scaffold_1:865640-868466	-	891	hypothetical protein													
X3_000395	scaffold_1:868513-869122	+	202	hypothetical protein													
X3_000396	scaffold_1:869151-869604	+	150	hypothetical protein		ENOG41											
X3_000397	scaffold_1:869617-871825	-	735	hypothetical protein													
X3_000398	scaffold_1:871911-872703	-	263	hypothetical protein													
X3_000399	scaffold_1:872819-873596	+	258	hypothetical protein		ENOG41											
X3_000400	scaffold_1:873599-875876	-	758	hypothetical protein													
X3_000401	scaffold_1:876065-878250	+	705	hypothetical protein													
X3_000402	scaffold_1:878294-879514	+	390	hypothetical protein		ENOG41											
X3_000403	scaffold_1:879521-880951	-	418	hypothetical protein													
X3_000404	scaffold_1:881103-881480	-	107	hypothetical protein													
X3_000405	scaffold_1:881544-882759	-	404	hypothetical protein		ENOG41											
