GeneID	scaffold:start-end	strand	length	description	Ortho Group	EggNog	BUSCO	Secreted	TransMembrane	Protease family	CAZyme family	Transcription factor	InterPro Domains	PFAM Domains	GO terms	SecMet Cluster	SMCOG
X4_000093	scaffold_1:319102-319673	-	112	hypothetical protein													
X4_000094	scaffold_1:324948-326634	+	561	hypothetical protein													
X4_000095	scaffold_1:331481-333103	+	398	hypothetical protein													
X4_000096	scaffold_1:334159-335127	-	295	hypothetical protein		ENOG41											
X4_000097	scaffold_1:335752-336643	-	296	hypothetical protein		ENOG41											
X4_000098	scaffold_1:338122-341789	+	1194	hypothetical protein		ENOG41											
X4_000099	scaffold_1:346351-350273	-	830	hypothetical protein		ENOG41											
X4_000100	scaffold_1:352276-355311	+	957	hypothetical protein		ENOG41											
X4_000101	scaffold_1:356705-359034	-	735	hypothetical protein		ENOG41											
X4_000102	scaffold_1:359619-359936	-	84	hypothetical protein													
X4_000103	scaffold_1:360549-363402	-	950	hypothetical protein		ENOG41											
X4_000104	scaffold_1:364897-365609	+	141	hypothetical protein													
X4_000105	scaffold_1:365836-367258	-	473	hypothetical protein													
X4_000106	scaffold_1:367769-369062	-	351	hypothetical protein		ENOG41											
X4_000107	scaffold_1:369317-370517	+	290	hypothetical protein													
X4_000108	scaffold_1:371022-372595	-	485	hypothetical protein		ENOG41											
X4_000109	scaffold_1:374931-376991	+	553	hypothetical protein													
X4_000110	scaffold_1:377060-379733	+	539	hypothetical protein													
X4_000111	scaffold_1:382093-383983	-	629	hypothetical protein		ENOG41											
X4_000112	scaffold_1:384420-385341	-	259	hypothetical protein		ENOG41											
X4_000113	scaffold_1:385835-386870	-	272	hypothetical protein													
X4_000114	scaffold_1:387707-388115	+	101	hypothetical protein													
X4_000115	scaffold_1:388403-390571	-	686	hypothetical protein													
X4_000116	scaffold_1:391099-392356	+	239	hypothetical protein		ENOG41											
X4_000117	scaffold_1:392807-395050	-	555	hypothetical protein		ENOG41											
X4_000118	scaffold_1:396522-398557	+	580	hypothetical protein		ENOG41											
X4_000119	scaffold_1:399396-400002	+	201	hypothetical protein													
X4_000120	scaffold_1:401309-405338	+	1326	hypothetical protein													
X4_000121	scaffold_1:406661-410338	+	1208	hypothetical protein		ENOG41											
X4_000122	scaffold_1:411578-413342	-	587	hypothetical protein													
X4_000123	scaffold_1:414046-416958	-	936	hypothetical protein													
X4_000124	scaffold_1:417810-421620	+	1269	hypothetical protein													
X4_000125	scaffold_1:421880-422220	+	88	40S ribosomal protein S21													
X4_000126	scaffold_1:423014-424390	-	440	hypothetical protein													
X4_000127	scaffold_1:427007-428534	-	508	hypothetical protein		ENOG41											
X4_000128	scaffold_1:430754-431345	+	196	hypothetical protein													
X4_000129	scaffold_1:431677-432174	-	114	hypothetical protein		ENOG41											
X4_000130	scaffold_1:432704-434444	+	562	hypothetical protein		ENOG41											
X4_000131	scaffold_1:434548-437731	-	955	hypothetical protein		ENOG41											
X4_000132	scaffold_1:437857-439938	+	189	hypothetical protein													
X4_000133	scaffold_1:440957-442134	+	278	hypothetical protein													
X4_000134	scaffold_1:443063-443831	+	218	hypothetical protein													
X4_000135	scaffold_1:444439-452435	+	1827	hypothetical protein		ENOG41											
X4_000136	scaffold_1:452649-453354	+	234	hypothetical protein		ENOG41											
X4_000137	scaffold_1:453628-454214	-	163	hypothetical protein													
X4_000138	scaffold_1:454670-459668	+	1665	hypothetical protein													
X4_000139	scaffold_1:461099-461852	-	250	hypothetical protein													
X4_000140	scaffold_1:463422-465763	+	336	hypothetical protein		ENOG41											
X4_000141	scaffold_1:466330-467362	+	324	hypothetical protein													
X4_000142	scaffold_1:467412-468106	-	214	hypothetical protein													
X4_000143	scaffold_1:468843-469863	+	316	hypothetical protein													
X4_000144	scaffold_1:472065-475727	-	571	hypothetical protein													
X4_000145	scaffold_1:478006-480012	-	501	hypothetical protein													
X4_000146	scaffold_1:480706-481655	-	223	hypothetical protein		ENOG41											
X4_000147	scaffold_1:484256-484619	+	103	hypothetical protein													
X4_000148	scaffold_1:485020-485824	-	209	hypothetical protein													
X4_000149	scaffold_1:486187-487570	-	460	hypothetical protein		ENOG41											
X4_000150	scaffold_1:488692-489981	-	410	hypothetical protein													
X4_000151	scaffold_1:490283-493617	-	1093	hypothetical protein		ENOG41											
X4_000152	scaffold_1:494576-496263	+	525	hypothetical protein													
X4_000153	scaffold_1:497677-501466	+	1217	hypothetical protein		ENOG41											
X4_000154	scaffold_1:502110-506974	+	1296	hypothetical protein		ENOG41											
X4_000155	scaffold_1:507592-510442	+	901	hypothetical protein		ENOG41											
X4_000156	scaffold_1:511403-512075	+	140	hypothetical protein		ENOG41											
X4_000157	scaffold_1:512446-514249	-	566	hypothetical protein													
X4_000158	scaffold_1:515400-518787	+	538	hypothetical protein		ENOG41											
X4_000159	scaffold_1:519350-519638	-	95	hypothetical protein													
X4_000160	scaffold_1:519882-524454	+	1494	hypothetical protein													
X4_000161	scaffold_1:525379-527440	-	602	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase													
X4_000162	scaffold_1:527682-529206	+	507	hypothetical protein													
X4_000163	scaffold_1:529667-530814	-	288	hypothetical protein		ENOG41											
X4_000164	scaffold_1:531163-532475	+	402	hypothetical protein													
X4_000165	scaffold_1:532771-535151	+	774	hypothetical protein													
X4_000166	scaffold_1:535613-536698	+	341	hypothetical protein													
X4_000167	scaffold_1:536988-538322	-	351	hypothetical protein		ENOG41											
X4_000168	scaffold_1:538946-542760	+	1253	DNA-dependent RNA polymerase II													
X4_000169	scaffold_1:544048-544935	+	276	hypothetical protein		ENOG41											
X4_000170	scaffold_1:547024-547807	+	242	hypothetical protein		ENOG41											
X4_000171	scaffold_1:549730-551796	+	606	hypothetical protein		ENOG41											
X4_000172	scaffold_1:552198-552670	+	126	hypothetical protein													
X4_000173	scaffold_1:552919-553292	+	85	hypothetical protein													
X4_000174	scaffold_1:553647-560718	-	2356	Pre-mRNA-processing-splicing factor 8													
X4_000175	scaffold_1:561102-561941	+	196	hypothetical protein													
X4_000176	scaffold_1:561962-563376	-	272	hypothetical protein													
X4_000177	scaffold_1:563728-564262	-	177	hypothetical protein													
X4_000178	scaffold_1:564931-565747	-	271	hypothetical protein													
X4_000179	scaffold_1:567933-568748	-	253	hypothetical protein		ENOG41											
X4_000180	scaffold_1:569529-569775	-	81	hypothetical protein													
X4_000181	scaffold_1:570744-571410	-	221	hypothetical protein													
X4_000182	scaffold_1:572282-572714	+	143	hypothetical protein													
X4_000183	scaffold_1:572960-573997	-	309	hypothetical protein													
X4_000184	scaffold_1:574907-575759	-	283	hypothetical protein													
X4_000185	scaffold_1:576177-579009	-	600	hypothetical protein													
X4_000186	scaffold_1:580927-582111	-	330	hypothetical protein		ENOG41											
X4_000187	scaffold_1:584525-585512	-	293	hypothetical protein		ENOG41											
X4_000188	scaffold_1:586224-586831	+	177	hypothetical protein		ENOG41											
X4_000189	scaffold_1:587857-588659	-	242	hypothetical protein													
X4_000190	scaffold_1:590079-590852	+	210	hypothetical protein													
X4_000191	scaffold_1:591472-593530	-	608	hypothetical protein													
X4_000192	scaffold_1:594551-598159	+	869	hypothetical protein		ENOG41											
X4_000193	scaffold_1:598778-601631	-	950	hypothetical protein		ENOG41											
X4_000194	scaffold_1:603192-606256	+	747	hypothetical protein													
X4_000195	scaffold_1:606806-608398	+	506	hypothetical protein		ENOG41											
X4_000196	scaffold_1:609807-613908	+	727	hypothetical protein		ENOG41											
X4_000197	scaffold_1:614378-616734	+	511	hypothetical protein		ENOG41											
X4_000198	scaffold_1:617075-622706	-	1720	hypothetical protein		ENOG41											
X4_000199	scaffold_1:622968-626470	+	916	hypothetical protein		ENOG41											
X4_000200	scaffold_1:627635-628219	+	170	hypothetical protein													
X4_000201	scaffold_1:628797-631121	-	686	hypothetical protein		ENOG41											
X4_000202	scaffold_1:631948-632874	-	286	hypothetical protein		ENOG41											
X4_000203	scaffold_1:633758-635060	+	433	hypothetical protein		ENOG41											
X4_000204	scaffold_1:636419-638090	+	556	hypothetical protein													
X4_000205	scaffold_1:638381-640615	-	586	hypothetical protein													
X4_000206	scaffold_1:640811-642738	+	554	hypothetical protein													
X4_000207	scaffold_1:642926-646536	-	886	hypothetical protein													
X4_000208	scaffold_1:647035-652334	+	1700	hypothetical protein													
X4_000209	scaffold_1:656899-658371	-	469	hypothetical protein		ENOG41											
X4_000210	scaffold_1:659341-661018	-	558	hypothetical protein		ENOG41											
X4_000211	scaffold_1:661299-664242	+	774	hypothetical protein		ENOG41											
X4_000212	scaffold_1:664496-665181	-	206	hypothetical protein													
X4_000213	scaffold_1:665647-670028	-	1237	hypothetical protein													
X4_000214	scaffold_1:671518-672421	+	300	hypothetical protein													
X4_000215	scaffold_1:673107-679961	-	1693	hypothetical protein		ENOG41											
X4_000216	scaffold_1:682448-685364	+	953	hypothetical protein													
X4_000217	scaffold_1:685679-686576	-	298	hypothetical protein													
X4_000218	scaffold_1:687012-688052	-	256	hypothetical protein													
X4_000219	scaffold_1:690144-691500	+	451	hypothetical protein		ENOG41											
X4_000220	scaffold_1:691871-692438	+	129	hypothetical protein		ENOG41											
X4_000221	scaffold_1:693173-697527	+	1368	hypothetical protein													
X4_000222	scaffold_1:699457-700885	-	393	hypothetical protein		ENOG41											
X4_000223	scaffold_1:701609-702364	-	196	hypothetical protein													
X4_000224	scaffold_1:703075-706396	-	1106	hypothetical protein		ENOG41											
X4_000225	scaffold_1:707020-710224	+	1067	hypothetical protein		ENOG41											
X4_000226	scaffold_1:712471-717241	+	825	hypothetical protein		ENOG41											
X4_000227	scaffold_1:717952-719403	+	466	hypothetical protein													
X4_000228	scaffold_1:720086-720602	-	146	hypothetical protein		ENOG41											
X4_000229	scaffold_1:723298-725067	+	555	hypothetical protein													
X4_000230	scaffold_1:725307-726493	-	359	hypothetical protein													
X4_000231	scaffold_1:727810-728947	-	378	hypothetical protein													
X4_000232	scaffold_1:730284-731698	+	345	hypothetical protein													
X4_000233	scaffold_1:733015-734764	+	582	hypothetical protein		ENOG41											
X4_000234	scaffold_1:735628-736987	-	394	hypothetical protein		ENOG41											
X4_000235	scaffold_1:737666-742787	-	965	hypothetical protein													
X4_000236	scaffold_1:743093-744420	+	379	hypothetical protein													
X4_000237	scaffold_1:745773-749040	+	595	hypothetical protein		ENOG41											
X4_000238	scaffold_1:750426-751464	+	312	hypothetical protein													
X4_000239	scaffold_1:753320-754828	+	466	hypothetical protein													
X4_000240	scaffold_1:755668-762188	+	979	hypothetical protein													
X4_000241	scaffold_1:762773-763823	-	349	hypothetical protein		ENOG41											
X4_000242	scaffold_1:764465-765842	+	458	hypothetical protein		ENOG41											
X4_000243	scaffold_1:770221-771719	-	362	hypothetical protein		ENOG41											
X4_000244	scaffold_1:772530-773007	-	158	hypothetical protein													
X4_000245	scaffold_1:774984-775990	-	317	hypothetical protein		ENOG41											
X4_000246	scaffold_1:778072-780525	+	577	hypothetical protein		ENOG41											
X4_000247	scaffold_1:781023-782142	-	372	hypothetical protein													
X4_000248	scaffold_1:782458-784477	+	585	hypothetical protein													
X4_000249	scaffold_1:789489-794204	+	1499	hypothetical protein		ENOG41											
X4_000250	scaffold_1:796294-798309	+	525	putative UTP--glucose-1-phosphate uridylyltransferase													
X4_000251	scaffold_1:798756-799140	-	127	hypothetical protein													
X4_000252	scaffold_1:802448-806749	+	692	hypothetical protein		ENOG41											
X4_000253	scaffold_1:807668-808737	+	305	hypothetical protein		ENOG41											
X4_000254	scaffold_1:809382-810261	-	292	RNA polymerase II subunit A C-terminal domain phosphatase													
X4_000255	scaffold_1:811735-813367	+	543	hypothetical protein		ENOG41											
X4_000256	scaffold_1:814393-816283	-	553	hypothetical protein													
X4_000257	scaffold_1:816712-820403	-	1169	hypothetical protein													
X4_000258	scaffold_1:821743-823755	-	387	hypothetical protein													
X4_000259	scaffold_1:825700-828379	-	840	hypothetical protein		ENOG41											
X4_000260	scaffold_1:832464-835023	+	486	hypothetical protein													
X4_000261	scaffold_1:836162-839695	-	1158	hypothetical protein		ENOG41											
X4_000262	scaffold_1:839952-841761	+	582	hypothetical protein		ENOG41											
X4_000263	scaffold_1:842813-843068	-	84	hypothetical protein		ENOG41											
X4_000264	scaffold_1:846368-848047	+	423	hypothetical protein		ENOG41											
X4_000265	scaffold_1:852043-852811	-	237	hypothetical protein													
X4_000266	scaffold_1:860285-861191	+	191	phosphatidylinositol transfer protein csr1													
X4_000267	scaffold_1:861381-862235	-	252	hypothetical protein													
X4_000268	scaffold_1:862415-865573	+	1012	hypothetical protein													
X4_000269	scaffold_1:865734-867529	-	534	hypothetical protein		ENOG41											
X4_000270	scaffold_1:869161-871582	-	787	hypothetical protein													
X4_000271	scaffold_1:872296-872857	-	186	hypothetical protein		ENOG41											
X4_000272	scaffold_1:873604-875712	+	627	hypothetical protein		ENOG41											
X4_000273	scaffold_1:877844-878821	+	305	hypothetical protein		ENOG41											
X4_000274	scaffold_1:880937-883617	-	853	hypothetical protein		ENOG41											
X4_000275	scaffold_1:884280-885430	-	275	hypothetical protein		ENOG41											
X4_000276	scaffold_1:889005-889953	+	297	hypothetical protein													
X4_000277	scaffold_1:890277-894806	+	1489	hypothetical protein													
X4_000278	scaffold_1:895889-896504	+	204	hypothetical protein													
X4_000279	scaffold_1:896964-897902	+	276	hypothetical protein		ENOG41											
X4_000280	scaffold_1:898081-898608	-	157	hypothetical protein													
X4_000281	scaffold_1:900561-901698	-	336	hypothetical protein													
X4_000282	scaffold_1:903167-906882	-	656	hypothetical protein		ENOG41											
X4_000283	scaffold_1:912280-913027	-	248	hypothetical protein													
X4_000284	scaffold_1:914371-915483	-	335	hypothetical protein													
X4_000285	scaffold_1:917809-918862	+	290	hypothetical protein		ENOG41											
X4_000286	scaffold_1:921128-921965	+	259	hypothetical protein													
X4_000287	scaffold_1:922118-923516	-	414	hypothetical protein		ENOG41											
X4_000288	scaffold_1:924898-925531	-	190	hypothetical protein													
X4_000289	scaffold_1:926854-927739	+	294	hypothetical protein													
X4_000290	scaffold_1:938633-941307	-	750	hypothetical protein		ENOG41											
X4_000291	scaffold_1:941676-942864	+	395	hypothetical protein													
X4_000292	scaffold_1:942914-943501	-	175	hypothetical protein													
X4_000293	scaffold_1:943985-945896	-	511	hypothetical protein		ENOG41											
X4_000294	scaffold_1:946347-948866	+	687	hypothetical protein													
X4_000295	scaffold_1:949285-949879	-	121	hypothetical protein													
X4_000296	scaffold_1:950299-953188	+	851	hypothetical protein													
X4_000297	scaffold_1:953838-956693	+	913	hypothetical protein													
X4_000298	scaffold_1:957753-959260	-	453	hypothetical protein		ENOG41											
X4_000299	scaffold_1:960039-967575	-	1692	hypothetical protein													
X4_000300	scaffold_1:968318-969941	+	456	histone acetyltransferase													
X4_000301	scaffold_1:970362-971303	-	292	hypothetical protein													
X4_000302	scaffold_1:972046-975328	+	1093	hypothetical protein													
X4_000303	scaffold_1:975661-977516	+	573	hypothetical protein		ENOG41											
X4_000304	scaffold_1:980277-982594	+	728	hypothetical protein													
X4_000305	scaffold_1:983355-984044	+	174	hypothetical protein													
X4_000306	scaffold_1:985555-987943	-	795	hypothetical protein													
X4_000307	scaffold_1:989782-990421	-	189	hypothetical protein													
X4_000308	scaffold_1:992290-998955	-	2182	hypothetical protein													
X4_000309	scaffold_1:999448-1001179	-	576	hypothetical protein													
X4_000310	scaffold_1:1003670-1006449	+	645	hypothetical protein													
X4_000311	scaffold_1:1006702-1007359	-	183	Ubiquitin-conjugating enzyme E2 11													
X4_000312	scaffold_1:1007837-1009501	+	538	hypothetical protein													
X4_000313	scaffold_1:1009672-1010283	-	132	60S ribosomal protein L31													
X4_000314	scaffold_1:1010459-1013285	+	908	hypothetical protein													
X4_000315	scaffold_1:1013746-1015445	-	479	hypothetical protein													
X4_000316	scaffold_1:1015702-1016547	+	231	hypothetical protein													
X4_000317	scaffold_1:1016685-1017580	-	276	hypothetical protein													
X4_000318	scaffold_1:1018736-1019525	-	262	hypothetical protein													
X4_000319	scaffold_1:1020485-1022680	-	712	hypothetical protein													
X4_000320	scaffold_1:1023637-1025320	+	521	hypothetical protein		ENOG41											
X4_000321	scaffold_1:1025382-1027107	+	574	hypothetical protein		ENOG41											
X4_000322	scaffold_1:1052525-1053230	+	234	hypothetical protein													
X4_000323	scaffold_1:1053647-1054860	-	279	hypothetical protein													
X4_000324	scaffold_1:1055416-1060828	-	1760	hypothetical protein													
X4_000325	scaffold_1:1061391-1068036	+	1738	hypothetical protein		ENOG41											
X4_000326	scaffold_1:1165068-1166297	+	389	hypothetical protein		ENOG41											
X4_000327	scaffold_1:1211069-1213968	+	836	Urease													
X4_000328	scaffold_1:1214390-1216538	-	669	hypothetical protein		ENOG41											
X4_000329	scaffold_1:1217514-1219635	+	407	hypothetical protein		ENOG41											
X4_000330	scaffold_1:1220031-1221062	-	305	hypothetical protein		ENOG41											
X4_000331	scaffold_1:1222983-1223829	+	259	hypothetical protein													
X4_000332	scaffold_1:1224287-1225801	-	469	hypothetical protein		ENOG41											
X4_000333	scaffold_1:1226284-1234023	+	1777	hypothetical protein													
X4_000334	scaffold_1:1234382-1235999	-	538	hypothetical protein		ENOG41											
X4_000335	scaffold_1:1236477-1238031	+	517	hypothetical protein													
X4_000336	scaffold_1:1238604-1239836	-	373	hypothetical protein													
X4_000337	scaffold_1:1240560-1241389	+	260	hypothetical protein													
X4_000338	scaffold_1:1242773-1244540	+	516	hypothetical protein		ENOG41											
X4_000339	scaffold_1:1246254-1246974	+	239	hypothetical protein													
X4_000340	scaffold_1:1247569-1248070	+	166	hypothetical protein		ENOG41											
X4_000341	scaffold_1:1248377-1251410	-	905	hypothetical protein													
X4_000342	scaffold_1:1252674-1253681	-	279	hypothetical protein													
X4_000343	scaffold_1:1259752-1261061	+	400	hypothetical protein		ENOG41											
X4_000344	scaffold_1:1261759-1262999	-	360	hypothetical protein		ENOG41											
X4_000345	scaffold_1:1265425-1266771	+	311	hypothetical protein		ENOG41											
X4_000346	scaffold_1:1268943-1271425	+	756	hypothetical protein		ENOG41											
X4_000347	scaffold_1:1271920-1273961	-	612	hypothetical protein		ENOG41											
X4_000348	scaffold_1:1274730-1277020	+	702	hypothetical protein													
X4_000349	scaffold_1:1277473-1284481	-	1493	hypothetical protein													
X4_000350	scaffold_1:1286381-1288107	-	520	hypothetical protein													
X4_000351	scaffold_1:1288692-1290113	+	438	hypothetical protein		ENOG41											
X4_000352	scaffold_1:1290681-1294033	+	1067	hypothetical protein		ENOG41											
X4_000353	scaffold_1:1294379-1296254	-	624	hypothetical protein													
X4_000354	scaffold_1:1296701-1298651	+	606	hypothetical protein													
X4_000355	scaffold_1:1307346-1308915	-	434	hypothetical protein		ENOG41											
X4_000356	scaffold_1:1310824-1313706	-	666	hypothetical protein		ENOG41											
X4_000357	scaffold_1:1315710-1318551	+	785	hypothetical protein													
X4_000358	scaffold_1:1319119-1327162	+	2314	hypothetical protein		ENOG41											
X4_000359	scaffold_1:1327855-1330429	-	731	hypothetical protein		ENOG41											
X4_000360	scaffold_1:1331161-1332299	-	361	hypothetical protein		ENOG41											
X4_000361	scaffold_1:1333327-1335756	+	720	hypothetical protein		ENOG41											
X4_000362	scaffold_1:1337321-1340042	+	812	hypothetical protein		ENOG41											
X4_000363	scaffold_1:1340367-1341697	-	425	hypothetical protein													
X4_000364	scaffold_1:1342058-1343051	+	178	hypothetical protein		ENOG41											
X4_000365	scaffold_1:1343396-1345131	+	546	hypothetical protein													
X4_000366	scaffold_1:1345558-1346833	-	371	hypothetical protein		ENOG41											
X4_000367	scaffold_1:1347774-1351726	-	813	hypothetical protein													
X4_000368	scaffold_1:1352423-1354316	-	613	hypothetical protein													
X4_000369	scaffold_1:1355060-1355390	+	109	hypothetical protein		ENOG41											
X4_000370	scaffold_1:1355504-1357402	+	614	hypothetical protein		ENOG41											
X4_000371	scaffold_1:1357932-1363304	+	1469	hypothetical protein		ENOG41											
X4_000372	scaffold_1:1363583-1366641	-	891	hypothetical protein													
X4_000373	scaffold_1:1366999-1368059	-	327	hypothetical protein													
X4_000374	scaffold_1:1371391-1373170	+	454	hypothetical protein		ENOG41											
X4_000375	scaffold_1:1374080-1375003	-	287	hypothetical protein													
X4_000376	scaffold_1:1375398-1382163	+	688	hypothetical protein													
X4_000377	scaffold_1:1382924-1384711	+	350	hypothetical protein													
X4_000378	scaffold_1:1385929-1387355	+	367	hypothetical protein													
X4_000379	scaffold_1:1387942-1388770	+	275	hypothetical protein													
X4_000380	scaffold_1:1390024-1391446	-	413	hypothetical protein		ENOG41											
X4_000381	scaffold_1:1391878-1394515	+	878	hypothetical protein		ENOG41											
X4_000382	scaffold_1:1394844-1395164	-	88	protein transporter tim10													
X4_000383	scaffold_1:1395641-1397485	+	559	hypothetical protein													
X4_000384	scaffold_1:1397505-1398464	-	279	hypothetical protein													
X4_000385	scaffold_1:1398863-1400162	+	432	hypothetical protein		ENOG41											
X4_000386	scaffold_1:1401513-1402548	+	273	hypothetical protein		ENOG41											
X4_000387	scaffold_1:1403507-1405373	-	426	hypothetical protein		ENOG41											
