GeneID	scaffold:start-end	strand	length	description	Ortho Group	EggNog	BUSCO	Secreted	TransMembrane	Protease family	CAZyme family	Transcription factor	InterPro Domains	PFAM Domains	GO terms	SecMet Cluster	SMCOG
X6_000173	scaffold_1:556353-558533	-	691	hypothetical protein		ENOG41											
X6_000174	scaffold_1:558799-560491	+	544	hypothetical protein		ENOG41											
X6_000175	scaffold_1:560773-562354	-	526	hypothetical protein		ENOG41											
X6_000176	scaffold_1:565131-566877	-	581	hypothetical protein													
X6_000177	scaffold_1:567301-567964	+	220	hypothetical protein													
X6_000178	scaffold_1:569505-571187	+	490	Cytochrome B translational activator protein cbs2													
X6_000179	scaffold_1:572324-574115	+	537	hypothetical protein		ENOG41											
X6_000180	scaffold_1:580088-583450	+	749	hypothetical protein													
X6_000181	scaffold_1:585075-586106	+	293	hypothetical protein		ENOG41											
X6_000182	scaffold_1:587495-588342	+	259	hypothetical protein													
X6_000183	scaffold_1:589410-591139	+	414	hypothetical protein													
X6_000184	scaffold_1:591930-594437	+	819	hypothetical protein		ENOG41											
X6_000185	scaffold_1:599092-599904	-	233	hypothetical protein		ENOG41											
X6_000186	scaffold_1:602414-603421	-	257	hypothetical protein													
X6_000187	scaffold_1:603886-607954	-	1355	hypothetical protein		ENOG41											
X6_000188	scaffold_1:610087-611108	+	319	hypothetical protein													
X6_000189	scaffold_1:612631-613420	-	244	Ras GTPase ras2													
X6_000190	scaffold_1:616950-619279	+	696	hypothetical protein													
X6_000191	scaffold_1:619583-620980	+	415	hypothetical protein													
X6_000192	scaffold_1:626805-630443	+	1096	hypothetical protein		ENOG41											
X6_000193	scaffold_1:631681-633391	+	569	hypothetical protein		ENOG41											
X6_000194	scaffold_1:634068-638480	+	1359	hypothetical protein													
X6_000195	scaffold_1:638583-640062	-	428	hypothetical protein		ENOG41											
X6_000196	scaffold_1:640895-645879	-	913	hypothetical protein		ENOG41											
X6_000197	scaffold_1:646484-647845	-	397	hypothetical protein		ENOG41											
X6_000198	scaffold_1:649767-650454	+	228	hypothetical protein		ENOG41											
X6_000199	scaffold_1:650471-651008	+	178	hypothetical protein													
X6_000200	scaffold_1:653920-654815	-	276	hypothetical protein													
X6_000201	scaffold_1:656046-658723	+	599	hypothetical protein		ENOG41											
X6_000202	scaffold_1:659265-660967	+	515	hypothetical protein		ENOG41											
X6_000203	scaffold_1:661317-663006	-	562	hypothetical protein		ENOG41											
X6_000204	scaffold_1:663702-665863	-	604	hypothetical protein													
X6_000205	scaffold_1:666372-669431	+	621	hypothetical protein													
X6_000206	scaffold_1:670949-671543	+	197	hypothetical protein													
X6_000207	scaffold_1:673064-673937	+	290	hypothetical protein													
X6_000208	scaffold_1:674556-677225	-	811	hypothetical protein													
X6_000209	scaffold_1:680095-681880	+	559	hypothetical protein													
X6_000210	scaffold_1:682163-685146	-	933	hypothetical protein													
X6_000211	scaffold_1:685476-686811	+	393	hypothetical protein													
X6_000212	scaffold_1:687103-689025	-	517	hypothetical protein		ENOG41											
X6_000213	scaffold_1:690531-691809	+	406	hypothetical protein		ENOG41											
X6_000214	scaffold_1:692609-695543	-	977	hypothetical protein													
X6_000215	scaffold_1:697529-701097	+	1171	hypothetical protein													
X6_000216	scaffold_1:701998-704447	+	794	hypothetical protein		ENOG41											
X6_000217	scaffold_1:704716-705976	+	401	hypothetical protein		ENOG41											
X6_000218	scaffold_1:706661-708920	+	652	Fimbrin, actin-bundling protein													
X6_000219	scaffold_1:709539-711568	-	658	hypothetical protein		ENOG41											
X6_000220	scaffold_1:713196-714054	-	285	hypothetical protein													
X6_000221	scaffold_1:714892-716737	-	614	hypothetical protein		ENOG41											
X6_000222	scaffold_1:720104-724336	-	823	hypothetical protein		ENOG41											
X6_000223	scaffold_1:724615-726555	+	606	hypothetical protein		ENOG41											
X6_000224	scaffold_1:726664-727702	-	303	hypothetical protein													
X6_000225	scaffold_1:727962-731582	+	1030	hypothetical protein		ENOG41											
X6_000226	scaffold_1:732091-733658	+	463	hypothetical protein													
X6_000227	scaffold_1:734190-734963	-	239	hypothetical protein													
X6_000228	scaffold_1:735252-735976	+	183	Small subunit (SSU) processome component													
X6_000229	scaffold_1:736842-745953	-	2072	hypothetical protein		ENOG41											
X6_000230	scaffold_1:746181-746634	+	150	hypothetical protein													
X6_000231	scaffold_1:747194-748074	-	264	hypothetical protein		ENOG41											
X6_000232	scaffold_1:748383-751522	+	1030	hypothetical protein		ENOG41											
X6_000233	scaffold_1:752331-753447	-	371	hypothetical protein		ENOG41											
X6_000234	scaffold_1:754762-755380	+	205	hypothetical protein													
X6_000235	scaffold_1:755670-757060	-	411	hypothetical protein													
X6_000236	scaffold_1:758824-759263	+	88	hypothetical protein		ENOG41											
X6_002742	scaffold_2:39625-41970	-	748	hypothetical protein													
X6_002743	scaffold_2:42347-43006	+	180	hypothetical protein													
X6_002744	scaffold_2:43920-45707	-	542	hypothetical protein		ENOG41											
X6_002745	scaffold_2:46532-47885	-	432	hypothetical protein		ENOG41											
X6_002746	scaffold_2:50872-52135	-	349	Vacuolar protein sorting-associated protein 74													
X6_002747	scaffold_2:53623-54447	+	232	hypothetical protein													
X6_002748	scaffold_2:54863-59303	-	1292	hypothetical protein													
X6_002749	scaffold_2:60153-62364	+	480	hypothetical protein													
X6_002750	scaffold_2:62432-63737	-	434	hypothetical protein													
X6_002751	scaffold_2:65465-67425	+	632	hypothetical protein		ENOG41											
X6_002752	scaffold_2:67938-69042	-	367	hypothetical protein													
X6_002753	scaffold_2:69538-71236	-	565	hypothetical protein		ENOG41											
X6_002754	scaffold_2:71961-72269	+	80	hypothetical protein													
X6_002755	scaffold_2:72992-73436	-	147	hypothetical protein		ENOG41											
X6_002756	scaffold_2:74835-76175	-	380	Actin-like protein													
X6_002757	scaffold_2:78532-79273	+	207	hypothetical protein		ENOG41											
X6_002758	scaffold_2:80142-81893	-	548	hypothetical protein													
X6_002759	scaffold_2:82370-84192	-	586	hypothetical protein		ENOG41											
X6_002760	scaffold_2:85310-86982	+	474	hypothetical protein													
X6_002761	scaffold_2:87774-88206	+	143	hypothetical protein													
X6_002762	scaffold_2:90249-91808	-	371	hypothetical protein		ENOG41											
X6_002763	scaffold_2:94329-95628	+	432	hypothetical protein		ENOG41											
X6_002764	scaffold_2:97928-102509	-	1147	hypothetical protein		ENOG41											
X6_002765	scaffold_2:104151-105263	-	312	hypothetical protein		ENOG41											
X6_002766	scaffold_2:106306-109462	+	733	hypothetical protein		ENOG41											
X6_002767	scaffold_2:109900-114106	+	941	hypothetical protein													
X6_002768	scaffold_2:114337-114856	-	116	40S ribosomal protein S20													
X6_002769	scaffold_2:115203-117177	+	657	hypothetical protein													
X6_002770	scaffold_2:117561-118073	+	131	hypothetical protein													
X6_002771	scaffold_2:123945-124791	+	265	hypothetical protein		ENOG41											
X6_002772	scaffold_2:127341-128343	-	313	hypothetical protein		ENOG41											
X6_002773	scaffold_2:128523-132964	+	1412	hypothetical protein													
X6_002774	scaffold_2:133248-133854	-	149	hypothetical protein													
X6_002775	scaffold_2:134036-136750	+	846	hypothetical protein													
X6_002776	scaffold_2:137030-138787	+	516	D-lactate ferricytochrome c oxidoreductase													
X6_002777	scaffold_2:141620-142753	-	225	hypothetical protein													
X6_002778	scaffold_2:143449-145356	-	571	hypothetical protein													
X6_002779	scaffold_2:146112-147627	-	504	hypothetical protein		ENOG41											
X6_002780	scaffold_2:148613-152612	-	952	hypothetical protein													
X6_002781	scaffold_2:153749-156734	+	848	DNA repair protein rhp54													
X6_002782	scaffold_2:157133-160941	-	777	hypothetical protein		ENOG41											
X6_002783	scaffold_2:163300-164090	+	240	hypothetical protein													
X6_002784	scaffold_2:164393-165827	-	477	hypothetical protein		ENOG41											
X6_002785	scaffold_2:166074-167708	+	525	hypothetical protein		ENOG41											
X6_002786	scaffold_2:168236-172130	-	1258	hypothetical protein													
X6_002787	scaffold_2:172710-175853	-	926	hypothetical protein													
X6_002788	scaffold_2:176234-177799	-	502	hypothetical protein		ENOG41											
X6_002789	scaffold_2:178872-183356	-	1053	hypothetical protein		ENOG41											
X6_002790	scaffold_2:184856-186680	-	588	hypothetical protein													
X6_002791	scaffold_2:187137-190808	-	895	hypothetical protein													
X6_002792	scaffold_2:191173-194688	+	947	hypothetical protein													
X6_002793	scaffold_2:194826-196206	-	459	hypothetical protein													
X6_002794	scaffold_2:196409-197281	+	272	hypothetical protein		ENOG41											
X6_002795	scaffold_2:198342-199941	+	532	hypothetical protein													
X6_002796	scaffold_2:202570-205468	+	965	hypothetical protein													
X6_002797	scaffold_2:205864-206293	-	80	hypothetical protein													
X6_002798	scaffold_2:206623-208324	+	512	hypothetical protein													
X6_002799	scaffold_2:209525-214681	+	1233	hypothetical protein		ENOG41											
X6_002800	scaffold_2:215224-216205	-	268	hypothetical protein		ENOG41											
X6_002801	scaffold_2:217071-218572	-	383	NADH-ubiquinone oxidoreductase 40 kDa subunit													
X6_002802	scaffold_2:218799-219996	+	398	hypothetical protein													
X6_002803	scaffold_2:220203-224023	-	883	hypothetical protein													
X6_002804	scaffold_2:224608-225591	+	241	hypothetical protein		ENOG41											
X6_002805	scaffold_2:226010-230049	-	822	hypothetical protein		ENOG41											
X6_002806	scaffold_2:230597-232137	+	464	hypothetical protein		ENOG41											
X6_002807	scaffold_2:232336-233098	-	129	Adenosine 5'-monophosphoramidase													
X6_002808	scaffold_2:233407-234067	-	219	hypothetical protein													
X6_002809	scaffold_2:235815-236999	-	376	hypothetical protein		ENOG41											
X6_002810	scaffold_2:237844-240624	+	758	hypothetical protein		ENOG41											
X6_002811	scaffold_2:241569-243349	-	454	hypothetical protein													
X6_002812	scaffold_2:245416-248079	+	785	hypothetical protein		ENOG41											
X6_002813	scaffold_2:251210-252233	-	301	hypothetical protein		ENOG41											
X6_002814	scaffold_2:252631-253591	-	319	hypothetical protein													
X6_002815	scaffold_2:254084-255439	+	356	hypothetical protein		ENOG41											
X6_002816	scaffold_2:255702-258646	-	929	hypothetical protein		ENOG41											
X6_002817	scaffold_2:259387-261972	-	791	hypothetical protein													
X6_002818	scaffold_2:262001-264652	+	619	hypothetical protein		ENOG41											
X6_002819	scaffold_2:264862-265510	-	215	hypothetical protein													
X6_002820	scaffold_2:266041-268915	-	786	hypothetical protein													
X6_002821	scaffold_2:292123-292625	+	143	hypothetical protein													
X6_002822	scaffold_2:293534-294688	+	257	hypothetical protein		ENOG41											
X6_002823	scaffold_2:294886-296840	-	632	hypothetical protein		ENOG41											
X6_002824	scaffold_2:297161-298830	-	539	hypothetical protein		ENOG41											
X6_002825	scaffold_2:301051-306971	+	1923	hypothetical protein													
X6_002826	scaffold_2:307513-309839	+	583	hypothetical protein													
X6_002827	scaffold_2:311012-312263	+	398	hypothetical protein													
X6_002828	scaffold_2:312825-314533	-	478	hypothetical protein		ENOG41											
X6_002829	scaffold_2:314889-317940	-	975	hypothetical protein													
X6_002830	scaffold_2:318650-320746	-	542	T-complex protein 1 subunit zeta													
X6_002831	scaffold_2:320997-322709	+	517	snoRNP complex protein nop56													
X6_002832	scaffold_2:322951-324085	-	377	hypothetical protein													
X6_002833	scaffold_2:324769-327585	+	886	hypothetical protein													
X6_002834	scaffold_2:327907-328399	-	163	hypothetical protein													
X6_002835	scaffold_2:328679-330688	+	588	hypothetical protein													
X6_002836	scaffold_2:330926-332714	-	560	hypothetical protein		ENOG41											
X6_002837	scaffold_2:332861-334564	+	532	hypothetical protein													
X6_002838	scaffold_2:335607-336370	+	198	hypothetical protein		ENOG41											
X6_002839	scaffold_2:336476-337669	-	380	hypothetical protein													
X6_002840	scaffold_2:337853-338555	+	195	hypothetical protein													
X6_002841	scaffold_2:339569-341563	-	645	hypothetical protein		ENOG41											
X6_002842	scaffold_2:343039-344872	-	547	hypothetical protein													
X6_002843	scaffold_2:345548-350394	+	1545	hypothetical protein		ENOG41											
X6_002844	scaffold_2:352731-355615	-	888	hypothetical protein													
X6_002845	scaffold_2:356526-358667	-	694	hypothetical protein		ENOG41											
X6_002846	scaffold_2:359427-361557	-	640	TOM (translocase of outer membrane) complex component													
X6_002847	scaffold_2:362238-363163	+	290	hypothetical protein													
X6_002848	scaffold_2:363251-364743	-	462	hypothetical protein													
X6_002849	scaffold_2:365103-366025	+	284	hypothetical protein													
X6_002850	scaffold_2:367514-368374	+	218	hypothetical protein													
X6_002851	scaffold_2:369659-372575	+	344	hypothetical protein		ENOG41											
X6_002852	scaffold_2:372987-373989	-	333	hypothetical protein		ENOG41											
X6_002853	scaffold_2:375036-376326	-	429	hypothetical protein		ENOG41											
X6_002854	scaffold_2:377842-380928	+	897	hypothetical protein		ENOG41											
X6_002855	scaffold_2:381588-382413	+	256	hypothetical protein		ENOG41											
X6_002856	scaffold_2:382516-383381	-	246	hypothetical protein													
X6_002857	scaffold_2:383597-384491	+	297	hypothetical protein													
X6_002858	scaffold_2:385397-386975	+	525	hypothetical protein		ENOG41											
X6_002859	scaffold_2:387230-389029	-	564	hypothetical protein		ENOG41											
X6_002860	scaffold_2:389652-390191	+	157	hypothetical protein													
X6_002861	scaffold_2:390545-391802	-	418	hypothetical protein													
X6_002862	scaffold_2:392671-395540	-	939	hypothetical protein													
X6_002863	scaffold_2:396076-399976	+	952	hypothetical protein													
X6_002864	scaffold_2:400480-401597	+	298	hypothetical protein		ENOG41											
X6_002865	scaffold_2:403032-405638	-	723	hypothetical protein		ENOG41											
X6_002866	scaffold_2:406587-407233	-	194	hypothetical protein													
X6_002867	scaffold_2:407645-411635	-	1329	hypothetical protein		ENOG41											
X6_002868	scaffold_2:414351-417604	-	1011	hypothetical protein													
X6_002869	scaffold_2:417974-420342	+	768	hypothetical protein													
X6_002870	scaffold_2:421958-423603	-	504	hypothetical protein		ENOG41											
X6_002871	scaffold_2:423894-427444	+	543	hypothetical protein		ENOG41											
X6_002872	scaffold_2:428363-429760	+	407	hypothetical protein		ENOG41											
X6_002873	scaffold_2:430291-431186	-	244	hypothetical protein		ENOG41											
X6_002874	scaffold_2:432535-434711	-	631	hypothetical protein		ENOG41											
X6_002875	scaffold_2:435874-436900	-	280	hypothetical protein													
X6_002876	scaffold_2:437716-439384	-	536	hypothetical protein		ENOG41											
X6_002877	scaffold_2:443267-444399	-	355	hypothetical protein		ENOG41											
X6_002878	scaffold_2:445088-445853	-	254	hypothetical protein		ENOG41											
X6_002879	scaffold_2:446680-451133	+	882	hypothetical protein		ENOG41											
X6_002880	scaffold_2:452187-454111	-	607	hypothetical protein													
X6_002881	scaffold_2:455735-456932	+	398	hypothetical protein													
X6_002882	scaffold_2:459880-462555	+	730	hypothetical protein		ENOG41											
X6_002883	scaffold_2:462951-463668	+	238	hypothetical protein													
X6_002884	scaffold_2:464058-464729	-	201	hypothetical protein													
X6_002885	scaffold_2:465785-467387	-	533	hypothetical protein													
X6_002886	scaffold_2:468633-469167	+	177	hypothetical protein													
X6_002887	scaffold_2:469438-469873	+	144	hypothetical protein													
X6_002888	scaffold_2:470356-471920	-	503	hypothetical protein		ENOG41											
X6_002889	scaffold_2:472638-473988	-	424	hypothetical protein													
X6_002890	scaffold_2:474228-475644	-	405	Acetolactate synthase, mitochondrial													
X6_002891	scaffold_2:475902-477714	-	537	isocitrate lyase 1													
X6_002892	scaffold_2:478344-479268	+	307	hypothetical protein													
X6_002893	scaffold_2:479323-480219	-	279	hypothetical protein													
X6_002894	scaffold_2:480568-483809	-	877	hypothetical protein		ENOG41											
X6_002895	scaffold_2:487465-493448	+	1537	hypothetical protein		ENOG41											
X6_002896	scaffold_2:494212-495664	+	447	hypothetical protein		ENOG41											
