GeneID	scaffold:start-end	strand	length	description	Ortho Group	EggNog	BUSCO	Secreted	TransMembrane	Protease family	CAZyme family	Transcription factor	InterPro Domains	PFAM Domains	GO terms	SecMet Cluster	SMCOG
X8_000059	scaffold_1:342511-345481	+	912	hypothetical protein													
X8_000060	scaffold_1:345941-346994	-	350	hypothetical protein		ENOG41											
X8_000061	scaffold_1:347194-348012	+	199	peptide chain release factor 1		ENOG41											
X8_000062	scaffold_1:348733-351427	+	860	hypothetical protein													
X8_000063	scaffold_1:352089-356662	+	1433	hypothetical protein													
X8_000064	scaffold_1:357517-358835	-	399	Vacuolar protease A													
X8_000065	scaffold_1:359239-360712	-	422	hypothetical protein													
X8_000066	scaffold_1:362355-365349	+	997	hypothetical protein													
X8_000067	scaffold_1:365710-366285	-	156	hypothetical protein													
X8_000068	scaffold_1:366487-368083	+	473	eukaryotic translation initiation factor 3 subunit E													
X8_000069	scaffold_1:369034-370432	-	371	hypothetical protein		ENOG41											
X8_000070	scaffold_1:372630-374520	-	473	hypothetical protein		ENOG41											
X8_000071	scaffold_1:375548-377825	-	721	hypothetical protein													
X8_000072	scaffold_1:378245-379578	-	328	hypothetical protein													
X8_000073	scaffold_1:380000-380394	+	115	hypothetical protein													
X8_000074	scaffold_1:380411-382352	+	612	Iron-sulfur clusters transporter atm1, mitochondrial													
X8_000075	scaffold_1:382660-383295	+	190	hypothetical protein													
X8_000076	scaffold_1:383541-387452	-	1124	hypothetical protein													
X8_000077	scaffold_1:389130-391734	-	867	hypothetical protein		ENOG41											
X8_000078	scaffold_1:393704-397082	-	776	hypothetical protein													
X8_000079	scaffold_1:399617-400565	-	315	hypothetical protein		ENOG41											
X8_000080	scaffold_1:402832-404365	+	491	hypothetical protein		ENOG41											
X8_000081	scaffold_1:404912-409641	-	1504	hypothetical protein													
X8_000082	scaffold_1:410346-412413	-	646	hypothetical protein													
X8_000083	scaffold_1:413065-416818	-	1012	hypothetical protein		ENOG41											
X8_000084	scaffold_1:417480-421014	+	1049	hypothetical protein													
X8_000085	scaffold_1:421317-422057	+	149	60s acidic ribosomal protein P2													
X8_000086	scaffold_1:422311-423688	-	458	hypothetical protein													
X8_000087	scaffold_1:423819-427825	+	1236	hypothetical protein													
X8_000088	scaffold_1:427895-428585	-	196	N-alpha-acetyltransferase 30													
X8_000089	scaffold_1:428816-430911	+	624	hypothetical protein													
X8_000090	scaffold_1:431622-435490	+	1231	hypothetical protein													
X8_000091	scaffold_1:435672-436265	-	126	hypothetical protein													
X8_000092	scaffold_1:436788-437931	+	380	hypothetical protein													
X8_000093	scaffold_1:438943-440043	+	342	hypothetical protein		ENOG41											
X8_000094	scaffold_1:440623-443153	-	795	hypothetical protein													
X8_000095	scaffold_1:443529-444082	+	163	hypothetical protein													
X8_000096	scaffold_1:444199-449007	-	1219	hypothetical protein													
X8_000097	scaffold_1:451265-452805	-	405	hypothetical protein		ENOG41											
X8_000098	scaffold_1:453089-456761	+	1046	MutS-like protein													
X8_000099	scaffold_1:457116-458441	+	421	hypothetical protein													
X8_000100	scaffold_1:458665-461409	-	811	hypothetical protein													
X8_000101	scaffold_1:462682-464414	-	526	hypothetical protein													
X8_000102	scaffold_1:465135-467934	-	859	hypothetical protein													
X8_000103	scaffold_1:468754-473516	-	1234	hypothetical protein													
X8_000104	scaffold_1:473948-476047	+	679	hypothetical protein													
X8_000105	scaffold_1:476320-478849	-	758	hypothetical protein		ENOG41											
X8_000106	scaffold_1:479678-480784	-	351	hypothetical protein		ENOG41											
X8_000107	scaffold_1:482570-484074	+	388	hypothetical protein													
X8_000108	scaffold_1:485767-486346	+	192	hypothetical protein													
X8_000109	scaffold_1:487746-489516	+	571	hypothetical protein													
X8_000110	scaffold_1:490730-492193	+	429	hypothetical protein		ENOG41											
X8_000112	scaffold_1:494433-496777	-	748	hypothetical protein													
X8_000113	scaffold_1:497153-498219	+	298	hypothetical protein													
X8_000114	scaffold_1:498803-500587	-	542	hypothetical protein		ENOG41											
X8_000115	scaffold_1:501419-502745	-	424	hypothetical protein		ENOG41											
X8_000116	scaffold_1:505706-508240	-	502	Vacuolar protein sorting-associated protein 74													
X8_000117	scaffold_1:508446-509264	+	232	hypothetical protein													
X8_000118	scaffold_1:509716-514140	-	1289	hypothetical protein													
X8_000119	scaffold_1:514805-515532	+	191	hypothetical protein		ENOG41											
X8_000120	scaffold_1:517089-518400	-	436	hypothetical protein													
X8_000121	scaffold_1:520085-522045	+	632	hypothetical protein		ENOG41											
X8_000122	scaffold_1:522545-523649	-	367	hypothetical protein													
X8_000123	scaffold_1:524167-525877	-	550	hypothetical protein		ENOG41											
X8_000124	scaffold_1:526589-526895	+	81	hypothetical protein													
X8_000125	scaffold_1:527598-528039	-	146	hypothetical protein		ENOG41											
X8_000126	scaffold_1:529500-530852	-	380	Actin-like protein													
X8_000127	scaffold_1:533346-533817	+	156	hypothetical protein		ENOG41											
X8_000128	scaffold_1:534723-536476	-	533	hypothetical protein													
X8_000129	scaffold_1:537225-539056	-	590	hypothetical protein		ENOG41											
X8_000130	scaffold_1:540313-542103	+	483	hypothetical protein													
X8_000131	scaffold_1:542799-543309	+	147	hypothetical protein													
X8_000132	scaffold_1:544457-545569	+	351	hypothetical protein		ENOG41											
X8_000133	scaffold_1:546986-547862	-	270	hypothetical protein		ENOG41											
X8_000134	scaffold_1:548361-548754	-	108	hypothetical protein													
X8_000135	scaffold_1:551588-552903	+	414	hypothetical protein		ENOG41											
X8_000136	scaffold_1:554049-555383	-	309	hypothetical protein		ENOG41											
X8_000137	scaffold_1:556024-560522	-	1218	hypothetical protein		ENOG41											
X8_000138	scaffold_1:562258-563354	-	315	hypothetical protein		ENOG41											
X8_000139	scaffold_1:564586-569852	+	1101	hypothetical protein		ENOG41											
X8_000140	scaffold_1:570467-571052	-	194	hypothetical protein													
X8_000141	scaffold_1:571090-574659	-	806	hypothetical protein													
X8_000142	scaffold_1:576217-578036	+	537	hypothetical protein													
X8_000143	scaffold_1:578260-578754	-	116	40S ribosomal protein S20													
X8_000144	scaffold_1:579114-581085	+	656	hypothetical protein													
X8_000145	scaffold_1:581776-582619	+	280	hypothetical protein		ENOG41											
X8_000146	scaffold_1:583194-584201	-	316	hypothetical protein		ENOG41											
X8_000147	scaffold_1:584376-588826	+	1414	hypothetical protein													
X8_000148	scaffold_1:589141-589732	-	128	hypothetical protein													
X8_000149	scaffold_1:589878-592573	+	845	hypothetical protein													
X8_000150	scaffold_1:592840-594596	+	516	D-lactate ferricytochrome c oxidoreductase													
X8_000151	scaffold_1:598071-599972	-	580	hypothetical protein													
X8_000152	scaffold_1:600824-602348	-	507	hypothetical protein		ENOG41											
X8_000153	scaffold_1:603360-605136	-	572	hypothetical protein													
X8_000154	scaffold_1:606040-607443	-	378	hypothetical protein		ENOG41											
X8_000155	scaffold_1:608744-611542	+	842	DNA repair protein rhp54													
X8_000156	scaffold_1:611952-615809	-	855	hypothetical protein		ENOG41											
X8_000157	scaffold_1:618055-618852	+	239	hypothetical protein													
X8_000158	scaffold_1:619173-620604	-	476	hypothetical protein		ENOG41											
X8_000159	scaffold_1:620814-622456	+	527	hypothetical protein		ENOG41											
X8_000160	scaffold_1:622960-632324	-	2514	hypothetical protein													
X8_000161	scaffold_1:633398-634328	-	263	18S rRNA pseudouridine methyltransferase													
X8_000162	scaffold_1:635372-637937	-	747	hypothetical protein		ENOG41											
X8_000163	scaffold_1:639002-640826	-	588	hypothetical protein													
X8_000164	scaffold_1:641277-645027	-	987	hypothetical protein													
X8_000165	scaffold_1:645593-649109	+	967	hypothetical protein													
X8_000166	scaffold_1:649249-650629	-	459	hypothetical protein													
X8_000167	scaffold_1:650824-651693	+	271	hypothetical protein		ENOG41											
X8_000168	scaffold_1:652703-654299	+	531	hypothetical protein													
X8_000169	scaffold_1:655169-658142	+	990	hypothetical protein													
X8_000170	scaffold_1:659292-660995	+	512	hypothetical protein													
X8_000171	scaffold_1:662233-663806	+	506	hypothetical protein													
X8_000172	scaffold_1:664173-665445	-	407	hypothetical protein													
X8_000173	scaffold_1:665618-667389	+	573	hypothetical protein		ENOG41											
X8_000174	scaffold_1:667987-668967	-	268	hypothetical protein		ENOG41											
X8_000175	scaffold_1:669813-671314	-	383	NADH-ubiquinone oxidoreductase 40 kDa subunit													
X8_000176	scaffold_1:671566-672764	+	381	hypothetical protein													
X8_000177	scaffold_1:673005-676821	-	894	hypothetical protein													
X8_000178	scaffold_1:678622-679714	-	308	hypothetical protein		ENOG41											
X8_000179	scaffold_1:681005-682681	+	502	hypothetical protein		ENOG41											
X8_000180	scaffold_1:683363-685117	-	547	hypothetical protein		ENOG41											
X8_000181	scaffold_1:687178-689198	+	521	hypothetical protein		ENOG41											
X8_000182	scaffold_1:690152-691136	+	241	hypothetical protein		ENOG41											
X8_000183	scaffold_1:691558-695436	-	724	hypothetical protein		ENOG41											
X8_000184	scaffold_1:695590-697712	+	615	hypothetical protein		ENOG41											
X8_000185	scaffold_1:697910-699626	-	268	hypothetical protein													
X8_000186	scaffold_1:700492-701681	-	378	hypothetical protein		ENOG41											
X8_000187	scaffold_1:702512-705426	+	786	hypothetical protein		ENOG41											
X8_000188	scaffold_1:706288-708074	-	454	hypothetical protein													
X8_000189	scaffold_1:710193-712875	+	785	hypothetical protein		ENOG41											
X8_000190	scaffold_1:714881-715901	-	299	hypothetical protein		ENOG41											
X8_000191	scaffold_1:716249-716969	-	239	hypothetical protein													
X8_000192	scaffold_1:719089-722107	-	923	hypothetical protein		ENOG41											
X8_000193	scaffold_1:722778-725317	-	777	hypothetical protein													
X8_000194	scaffold_1:725476-727928	+	581	hypothetical protein		ENOG41											
X8_000195	scaffold_1:728203-728851	-	215	hypothetical protein													
X8_000196	scaffold_1:729425-732404	-	786	hypothetical protein													
X8_000197	scaffold_1:734557-735524	+	198	hypothetical protein		ENOG41											
X8_000198	scaffold_1:735715-739663	-	1198	hypothetical protein		ENOG41											
X8_000199	scaffold_1:742008-747934	+	1942	hypothetical protein													
X8_000200	scaffold_1:749086-753269	+	912	hypothetical protein													
X8_000201	scaffold_1:755520-757145	+	500	hypothetical protein													
X8_000202	scaffold_1:757542-758496	-	317	hypothetical protein													
X8_000203	scaffold_1:759182-760906	-	481	hypothetical protein		ENOG41											
X8_000204	scaffold_1:761388-764335	-	965	hypothetical protein													
X8_000205	scaffold_1:765056-767153	-	543	T-complex protein 1 subunit zeta													
X8_000206	scaffold_1:767379-769088	+	517	snoRNP complex protein nop56													
X8_000207	scaffold_1:769350-770823	-	377	hypothetical protein													
X8_000208	scaffold_1:771466-774286	+	886	hypothetical protein													
X8_000209	scaffold_1:774639-775134	-	164	hypothetical protein													
X8_000210	scaffold_1:775705-777334	+	542	hypothetical protein													
X8_000211	scaffold_1:777583-779303	-	556	hypothetical protein		ENOG41											
X8_000212	scaffold_1:779489-781190	+	515	hypothetical protein													
X8_000213	scaffold_1:782203-782934	+	186	hypothetical protein		ENOG41											
X8_000214	scaffold_1:783059-788137	-	968	hypothetical protein													
X8_000215	scaffold_1:789608-791255	-	505	hypothetical protein													
X8_000216	scaffold_1:792114-796922	+	1534	hypothetical protein		ENOG41											
X8_000217	scaffold_1:798428-799838	+	432	hypothetical protein		ENOG41											
X8_000218	scaffold_1:800781-803667	-	903	hypothetical protein													
X8_000219	scaffold_1:804569-806717	-	694	hypothetical protein		ENOG41											
X8_000220	scaffold_1:807533-809661	-	640	TOM (translocase of outer membrane) complex component													
X8_000221	scaffold_1:810202-811148	+	298	hypothetical protein													
X8_000222	scaffold_1:811345-812832	-	461	hypothetical protein													
X8_000223	scaffold_1:813297-814116	+	272	hypothetical protein													
X8_000224	scaffold_1:815474-816322	+	217	hypothetical protein													
X8_000225	scaffold_1:817539-818060	+	151	hypothetical protein													
X8_000226	scaffold_1:819759-820609	+	237	hypothetical protein		ENOG41											
X8_000227	scaffold_1:821045-822305	-	379	hypothetical protein		ENOG41											
X8_000228	scaffold_1:822859-824128	-	422	hypothetical protein		ENOG41											
X8_000229	scaffold_1:825562-828642	+	907	hypothetical protein		ENOG41											
X8_000230	scaffold_1:829248-830076	+	256	hypothetical protein		ENOG41											
X8_000231	scaffold_1:830174-831003	-	205	hypothetical protein													
X8_000232	scaffold_1:831151-832171	+	339	hypothetical protein													
X8_000233	scaffold_1:833071-834655	+	527	hypothetical protein		ENOG41											
X8_000234	scaffold_1:834892-836905	-	635	hypothetical protein		ENOG41											
X8_000235	scaffold_1:837336-837872	+	157	hypothetical protein													
X8_000236	scaffold_1:838241-839498	-	418	hypothetical protein													
X8_000237	scaffold_1:840373-843478	-	1018	hypothetical protein													
X8_000238	scaffold_1:843808-847800	+	901	hypothetical protein													
X8_000239	scaffold_1:848302-849418	+	325	hypothetical protein		ENOG41											
X8_000240	scaffold_1:849685-850213	-	134	hypothetical protein													
X8_000241	scaffold_1:850885-852705	-	531	hypothetical protein		ENOG41											
X8_000242	scaffold_1:854061-854703	-	192	hypothetical protein													
X8_000243	scaffold_1:855196-859195	-	1332	hypothetical protein		ENOG41											
X8_000244	scaffold_1:861768-865023	-	1011	hypothetical protein													
X8_000245	scaffold_1:865407-867775	+	768	hypothetical protein													
X8_000246	scaffold_1:868914-870917	-	646	hypothetical protein		ENOG41											
X8_000247	scaffold_1:958535-960056	+	506	hypothetical protein		ENOG41											
X8_000248	scaffold_1:1032162-1032462	+	99	hypothetical protein		ENOG41											
X8_000249	scaffold_1:1032777-1034120	-	391	hypothetical protein		ENOG41											
X8_000250	scaffold_1:1039593-1044305	-	1343	hypothetical protein		ENOG41											
X8_000251	scaffold_1:1044625-1045579	-	317	hypothetical protein		ENOG41											
X8_000252	scaffold_1:1050092-1053549	-	785	hypothetical protein		ENOG41											
X8_000253	scaffold_1:1055664-1057319	-	532	hypothetical protein		ENOG41											
X8_000254	scaffold_1:1059745-1060172	+	124	hypothetical protein													
X8_000255	scaffold_1:1060746-1061629	-	265	hypothetical protein		ENOG41											
X8_000256	scaffold_1:1062594-1069057	+	1024	hypothetical protein		ENOG41											
X8_000257	scaffold_1:1069983-1071189	+	401	hypothetical protein													
X8_000258	scaffold_1:1072320-1073704	-	415	hypothetical protein		ENOG41											
X8_000259	scaffold_1:1075888-1077355	-	449	hypothetical protein		ENOG41											
X8_000260	scaffold_1:1077583-1080822	+	863	hypothetical protein		ENOG41											
X8_000261	scaffold_1:1081259-1081959	+	211	hypothetical protein													
X8_000262	scaffold_1:1082337-1083012	-	202	hypothetical protein													
X8_000263	scaffold_1:1083992-1085594	-	533	hypothetical protein													
X8_000264	scaffold_1:1086022-1086654	+	188	hypothetical protein		ENOG41											
X8_000265	scaffold_1:1086892-1087375	+	160	hypothetical protein													
X8_000266	scaffold_1:1087595-1088030	+	144	hypothetical protein													
X8_000267	scaffold_1:1088524-1090057	-	493	hypothetical protein		ENOG41											
X8_000268	scaffold_1:1090943-1092292	-	424	hypothetical protein													
X8_000269	scaffold_1:1092534-1093970	-	405	Acetolactate synthase, mitochondrial													
X8_000270	scaffold_1:1094212-1096023	-	537	isocitrate lyase 1													
X8_000271	scaffold_1:1096625-1097549	+	307	hypothetical protein													
X8_000272	scaffold_1:1097964-1098516	-	183	hypothetical protein													
X8_000273	scaffold_1:1098902-1102176	-	781	hypothetical protein		ENOG41											
X8_000274	scaffold_1:1103563-1105757	+	555	hypothetical protein		ENOG41											
X8_000275	scaffold_1:1106815-1110038	+	960	hypothetical protein													
X8_000276	scaffold_1:1113017-1113748	+	128	hypothetical protein		ENOG41											
X8_000277	scaffold_1:1114470-1116097	-	481	hypothetical protein													
X8_000278	scaffold_1:1116705-1118280	-	490	hypothetical protein													
X8_000279	scaffold_1:1120166-1122960	+	886	hypothetical protein													
X8_000280	scaffold_1:1123675-1126315	+	698	hypothetical protein													
X8_000281	scaffold_1:1126838-1129850	-	953	hypothetical protein													
X8_000282	scaffold_1:1130315-1133120	-	896	hypothetical protein		ENOG41											
X8_000283	scaffold_1:1135465-1135894	-	142	hypothetical protein													
X8_000284	scaffold_1:1136527-1140948	-	1455	hypothetical protein		ENOG41											
X8_000285	scaffold_1:1142131-1143304	-	390	hypothetical protein		ENOG41											
X8_000286	scaffold_1:1144087-1144705	+	205	hypothetical protein		ENOG41											
X8_000287	scaffold_1:1144988-1146594	-	372	hypothetical protein													
X8_000288	scaffold_1:1146906-1147784	-	179	hypothetical protein													
X8_000289	scaffold_1:1148378-1150494	+	682	hypothetical protein													
X8_000290	scaffold_1:1154801-1159296	+	800	hypothetical protein													
X8_000291	scaffold_1:1159803-1163381	-	1145	hypothetical protein		ENOG41											
X8_000292	scaffold_1:1174874-1177744	-	870	hypothetical protein		ENOG41											
X8_000293	scaffold_1:1180723-1183007	-	726	hypothetical protein		ENOG41											
X8_000294	scaffold_1:1186628-1191413	+	1003	COPII subunit													
X8_000295	scaffold_1:1191507-1192522	+	286	hypothetical protein													
X8_000296	scaffold_1:1193257-1194772	-	504	hypothetical protein		ENOG41											
X8_000297	scaffold_1:1195094-1195663	+	154	hypothetical protein		ENOG41											
X8_000298	scaffold_1:1196298-1197542	+	384	hypothetical protein		ENOG41											
X8_000299	scaffold_1:1197905-1198594	-	193	hypothetical protein		ENOG41											
X8_000300	scaffold_1:1199549-1200594	-	254	hypothetical protein													
X8_000301	scaffold_1:1200836-1202977	+	677	hypothetical protein		ENOG41											
X8_000302	scaffold_1:1203435-1204250	-	217	hypothetical protein		ENOG41											
X8_000303	scaffold_1:1206528-1207672	-	340	Golgi to ER traffic- protein													
X8_000304	scaffold_1:1208070-1209575	+	477	hypothetical protein		ENOG41											
X8_000305	scaffold_1:1209637-1210297	-	219	hypothetical protein		ENOG41											
X8_000306	scaffold_1:1211052-1218721	+	2240	hypothetical protein													
X8_000307	scaffold_1:1220118-1221438	-	439	hypothetical protein		ENOG41											
X8_000308	scaffold_1:1223640-1224534	+	240	hypothetical protein		ENOG41											
X8_000309	scaffold_1:1230711-1232676	+	517	hypothetical protein		ENOG41											
X8_000310	scaffold_1:1233601-1235650	+	569	hypothetical protein													
X8_000311	scaffold_1:1236826-1238485	-	552	hypothetical protein		ENOG41											
X8_000312	scaffold_1:1238806-1241126	+	419	hypothetical protein		ENOG41											
X8_000313	scaffold_1:1242110-1242616	-	112	hypothetical protein													
X8_000314	scaffold_1:1244045-1244714	+	222	hypothetical protein													
X8_004071	scaffold_2:48278-48725	+	148	hypothetical protein		ENOG41											
X8_004072	scaffold_2:50544-51156	-	203	hypothetical protein		ENOG41											
X8_004073	scaffold_2:51302-53639	+	549	hypothetical protein		ENOG41											
X8_004074	scaffold_2:53838-54890	-	283	hypothetical protein													
X8_004075	scaffold_2:70057-72251	+	611	hypothetical protein		ENOG41											
X8_004076	scaffold_2:72730-73446	-	201	hypothetical protein		ENOG41											
X8_004077	scaffold_2:74972-75520	+	164	hypothetical protein		ENOG41											
X8_004078	scaffold_2:75698-76853	-	329	hypothetical protein													
X8_004079	scaffold_2:77112-80494	+	815	hypothetical protein													
X8_004080	scaffold_2:80681-83179	-	720	Autophagy protein 7													
X8_004081	scaffold_2:83520-86897	+	874	hypothetical protein													
X8_004082	scaffold_2:87970-90066	+	628	hypothetical protein													
X8_004083	scaffold_2:90869-94842	-	1307	hypothetical protein													
X8_004084	scaffold_2:95899-97537	+	490	hypothetical protein													
X8_004085	scaffold_2:97868-99530	-	514	hypothetical protein													
X8_004086	scaffold_2:101383-108016	+	1807	hypothetical protein													
X8_004087	scaffold_2:108739-109258	+	136	hypothetical protein													
X8_004088	scaffold_2:110362-115206	-	1597	hypothetical protein													
X8_004089	scaffold_2:116468-117431	-	302	hypothetical protein		ENOG41											
X8_004090	scaffold_2:118111-122247	-	974	hypothetical protein		ENOG41											
X8_004091	scaffold_2:123721-126112	-	796	hypothetical protein													
X8_004092	scaffold_2:140196-141501	-	434	hypothetical protein		ENOG41											
X8_004093	scaffold_2:148773-150248	-	473	hypothetical protein													
X8_004094	scaffold_2:163376-164897	+	490	hypothetical protein													
X8_004095	scaffold_2:165249-165984	-	244	hypothetical protein		ENOG41											
X8_004096	scaffold_2:166568-168082	-	358	hypothetical protein		ENOG41											
X8_004097	scaffold_2:169425-170530	-	306	Prohibitin-2, subunit of the prohibitin complex (Phb1p-Phb2p)													
X8_004098	scaffold_2:171254-172354	+	330	hypothetical protein													
X8_004099	scaffold_2:172611-174868	-	558	hypothetical protein		ENOG41											
X8_004100	scaffold_2:176627-179141	+	641	hypothetical protein													
X8_004101	scaffold_2:180333-181446	+	370	hypothetical protein		ENOG41											
X8_004102	scaffold_2:182657-185796	-	1030	hypothetical protein		ENOG41											
X8_004103	scaffold_2:188235-188667	+	143	Thioredoxin-like 4A													
X8_004104	scaffold_2:190245-193536	+	1015	hypothetical protein		ENOG41											
X8_004105	scaffold_2:194238-197436	+	1025	hypothetical protein		ENOG41											
X8_004106	scaffold_2:198426-199154	-	183	Small subunit (SSU) processome component													
X8_004107	scaffold_2:199406-200192	+	243	hypothetical protein													
X8_004108	scaffold_2:200699-202276	-	441	hypothetical protein													
X8_004109	scaffold_2:202769-206412	-	1031	hypothetical protein		ENOG41											
X8_004110	scaffold_2:206676-207728	+	303	hypothetical protein													
X8_004111	scaffold_2:207842-209786	-	607	hypothetical protein		ENOG41											
X8_004112	scaffold_2:210630-214882	+	748	hypothetical protein		ENOG41											
X8_004113	scaffold_2:217029-217622	-	110	60S ribosomal protein L30													
X8_004114	scaffold_2:218246-220091	+	614	hypothetical protein		ENOG41											
X8_004115	scaffold_2:225986-228227	-	652	Fimbrin, actin-bundling protein													
X8_004116	scaffold_2:228900-229985	-	343	hypothetical protein		ENOG41											
X8_004117	scaffold_2:230052-237372	-	1991	hypothetical protein													
X8_004118	scaffold_2:239531-242465	+	977	hypothetical protein													
X8_004119	scaffold_2:243514-244393	-	292	hypothetical protein		ENOG41											
X8_004120	scaffold_2:248489-250644	+	579	hypothetical protein		ENOG41											
X8_004121	scaffold_2:250999-252300	-	385	hypothetical protein													
X8_004122	scaffold_2:252375-255598	+	1024	hypothetical protein													
X8_004123	scaffold_2:255873-257671	-	537	hypothetical protein													
X8_004124	scaffold_2:259895-262564	+	811	hypothetical protein													
X8_004125	scaffold_2:263442-264472	-	322	hypothetical protein													
X8_004126	scaffold_2:266040-269480	-	1108	hypothetical protein		ENOG41											
X8_004127	scaffold_2:275080-276145	+	354	hypothetical protein		ENOG41											
X8_004128	scaffold_2:278207-280220	+	541	hypothetical protein													
X8_004129	scaffold_2:280751-281468	-	238	hypothetical protein													
X8_004130	scaffold_2:286889-289950	-	588	hypothetical protein													
X8_004131	scaffold_2:290421-292628	+	603	hypothetical protein													
X8_004132	scaffold_2:293320-294919	+	532	hypothetical protein		ENOG41											
X8_004133	scaffold_2:295286-297001	-	515	hypothetical protein		ENOG41											
X8_004134	scaffold_2:297588-300191	-	634	hypothetical protein		ENOG41											
X8_004135	scaffold_2:301753-303257	+	428	hypothetical protein		ENOG41											
X8_004136	scaffold_2:303542-307975	-	1355	hypothetical protein													
X8_004137	scaffold_2:308738-310454	-	571	hypothetical protein		ENOG41											
X8_004138	scaffold_2:311644-315263	-	1083	hypothetical protein		ENOG41											
X8_004139	scaffold_2:333073-336241	-	1055	hypothetical protein													
X8_004140	scaffold_2:341877-343390	-	469	hypothetical protein													
X8_004141	scaffold_2:344317-349192	+	1385	hypothetical protein													
X8_004142	scaffold_2:349654-351055	+	414	hypothetical protein													
X8_004143	scaffold_2:352889-353888	+	291	hypothetical protein													
X8_004144	scaffold_2:355735-356516	-	242	Ras GTPase ras2													
