GeneID	scaffold:start-end	strand	length	description	Ortho Group	EggNog	BUSCO	Secreted	TransMembrane	Protease family	CAZyme family	Transcription factor	InterPro Domains	PFAM Domains	GO terms	SecMet Cluster	SMCOG
X9_000046	scaffold_1:343865-345505	-	425	hypothetical protein													
X9_000047	scaffold_1:345752-346487	-	219	hypothetical protein													
X9_000048	scaffold_1:346886-349097	-	701	hypothetical protein		ENOG41											
X9_000049	scaffold_1:350038-351907	-	569	hypothetical protein													
X9_000050	scaffold_1:353887-355468	+	469	hypothetical protein		ENOG41											
X9_000051	scaffold_1:356183-356736	-	139	hypothetical protein		ENOG41											
X9_000052	scaffold_1:357617-359364	+	488	hypothetical protein		ENOG41											
X9_000053	scaffold_1:359740-361785	+	574	FACT complex subunit													
X9_000054	scaffold_1:364430-364796	-	102	hypothetical protein													
X9_000055	scaffold_1:370399-372259	+	223	hypothetical protein													
X9_000056	scaffold_1:373095-374377	-	266	hypothetical protein													
X9_000057	scaffold_1:377095-378506	+	395	hypothetical protein													
X9_000058	scaffold_1:378776-382823	-	1121	hypothetical protein													
X9_000059	scaffold_1:404043-406646	+	666	hypothetical protein		ENOG41											
X9_000060	scaffold_1:407825-408640	-	228	hypothetical protein													
X9_000061	scaffold_1:409298-413692	-	1236	hypothetical protein													
X9_000062	scaffold_1:414804-416725	+	574	hypothetical protein		ENOG41											
X9_000063	scaffold_1:417183-419038	-	535	RNA helicase required for poly(A+) mRNA export													
X9_000064	scaffold_1:419628-422164	+	738	hypothetical protein													
X9_000065	scaffold_1:422711-425151	+	684	hypothetical protein													
X9_000066	scaffold_1:425994-427170	+	391	hypothetical protein		ENOG41											
X9_000067	scaffold_1:428220-429609	+	403	hypothetical protein													
X9_000068	scaffold_1:434485-436221	+	561	hypothetical protein		ENOG41											
X9_000069	scaffold_1:436773-437778	+	270	hypothetical protein		ENOG41											
X9_000070	scaffold_1:447382-448816	+	477	hypothetical protein													
X9_000071	scaffold_1:449712-451137	+	474	hypothetical protein		ENOG41											
X9_000072	scaffold_1:451217-455482	-	1111	hypothetical protein													
X9_000073	scaffold_1:458213-459121	+	254	hypothetical protein													
X9_000074	scaffold_1:459307-459912	-	175	hypothetical protein													
X9_000075	scaffold_1:460666-463183	-	726	hypothetical protein		ENOG41											
X9_000076	scaffold_1:464850-467382	-	843	hypothetical protein		ENOG41											
X9_000077	scaffold_1:468298-469882	-	527	hypothetical protein		ENOG41											
X9_000078	scaffold_1:470117-471549	+	329	hypothetical protein		ENOG41											
X9_000079	scaffold_1:471748-472919	-	272	hypothetical protein													
X9_000080	scaffold_1:473378-474357	+	306	hypothetical protein													
X9_000081	scaffold_1:474550-475473	-	285	hypothetical protein		ENOG41											
X9_000082	scaffold_1:476563-478121	+	502	hypothetical protein													
X9_000083	scaffold_1:478465-479341	-	176	hypothetical protein		ENOG41											
X9_000084	scaffold_1:479662-480703	+	292	hypothetical protein													
X9_000085	scaffold_1:485865-489324	-	554	hypothetical protein													
X9_000086	scaffold_1:490249-492804	-	535	hypothetical protein		ENOG41											
X9_000087	scaffold_1:493810-494242	+	143	hypothetical protein													
X9_000088	scaffold_1:495383-497308	-	607	hypothetical protein		ENOG41											
X9_000089	scaffold_1:500414-501698	+	335	hypothetical protein		ENOG41											
X9_000090	scaffold_1:502067-503391	-	418	hypothetical protein													
X9_000091	scaffold_1:504211-505126	-	304	hypothetical protein													
X9_000092	scaffold_1:510344-511000	+	194	hypothetical protein													
X9_000093	scaffold_1:512684-516030	-	1009	hypothetical protein		ENOG41											
X9_000094	scaffold_1:518233-518734	-	166	hypothetical protein													
X9_000095	scaffold_1:519844-523283	-	453	hypothetical protein		ENOG41											
X9_000096	scaffold_1:523810-526071	-	698	hypothetical protein		ENOG41											
X9_000097	scaffold_1:574753-576463	+	538	Inositol-3-phosphate synthase 1													
X9_000098	scaffold_1:577894-579661	-	505	hypothetical protein		ENOG41											
X9_000099	scaffold_1:586633-588527	-	528	hypothetical protein													
X9_000100	scaffold_1:589110-592686	-	1089	hypothetical protein													
X9_000101	scaffold_1:595131-596221	+	295	hypothetical protein													
X9_000102	scaffold_1:599348-599747	+	132	hypothetical protein													
X9_000103	scaffold_1:600320-600998	-	225	hypothetical protein													
X9_000104	scaffold_1:602818-604285	-	434	hypothetical protein													
X9_000105	scaffold_1:608525-612291	+	1208	hypothetical protein		ENOG41											
X9_000106	scaffold_1:612902-614098	-	302	60S ribosomal protein L5													
X9_000107	scaffold_1:615115-618550	-	1144	hypothetical protein													
X9_000108	scaffold_1:625101-626772	+	556	hypothetical protein		ENOG41											
X9_000109	scaffold_1:629380-631228	-	615	hypothetical protein													
X9_000110	scaffold_1:633041-636119	+	1025	hypothetical protein		ENOG41											
X9_000111	scaffold_1:636646-637904	-	382	hypothetical protein		ENOG41											
X9_000112	scaffold_1:638485-639472	-	305	hypothetical protein		ENOG41											
X9_000113	scaffold_1:644539-645496	+	295	hypothetical protein													
X9_000114	scaffold_1:645731-645980	+	82	hypothetical protein													
X9_000115	scaffold_1:708758-710543	+	556	hypothetical protein													
X9_000116	scaffold_1:711616-712750	-	286	hypothetical protein		ENOG41											
X9_000117	scaffold_1:713118-715509	-	780	hypothetical protein													
X9_000118	scaffold_1:715834-721580	+	1881	hypothetical protein													
X9_000119	scaffold_1:724868-727145	+	731	hypothetical protein		ENOG41											
X9_000120	scaffold_1:727451-728550	-	347	hypothetical protein													
X9_000121	scaffold_1:728586-730512	+	571	hypothetical protein													
X9_000122	scaffold_1:731318-731816	+	165	hypothetical protein													
X9_000123	scaffold_1:731860-733148	+	412	hypothetical protein													
X9_000124	scaffold_1:733673-734071	+	111	hypothetical protein		ENOG41											
X9_000125	scaffold_1:734628-735563	+	281	hypothetical protein		ENOG41											
X9_000126	scaffold_1:735844-736842	-	281	hypothetical protein													
X9_000127	scaffold_1:737163-737860	-	142	hypothetical protein													
X9_000128	scaffold_1:739498-741380	-	608	hypothetical protein		ENOG41											
X9_000129	scaffold_1:763015-767677	+	1501	hypothetical protein													
X9_000130	scaffold_1:768409-769351	-	215	hypothetical protein		ENOG41											
X9_000131	scaffold_1:770736-772645	+	388	hypothetical protein		ENOG41											
X9_000132	scaffold_1:772716-774086	-	418	hypothetical protein													
X9_000133	scaffold_1:794672-795521	+	257	hypothetical protein													
X9_000134	scaffold_1:795640-797189	-	478	hypothetical protein		ENOG41											
X9_000135	scaffold_1:800465-806264	+	1260	hypothetical protein													
X9_000136	scaffold_1:810028-811355	+	369	hypothetical protein													
X9_000137	scaffold_1:828337-828902	+	170	hypothetical protein													
X9_000138	scaffold_1:829378-830457	+	263	hypothetical protein													
X9_000139	scaffold_1:830583-832040	-	377	formate dehydrogenase (NAD+)													
X9_000140	scaffold_1:833246-833657	-	90	protein transporter tim9													
X9_000141	scaffold_1:834752-837327	+	838	hypothetical protein													
X9_000142	scaffold_1:837812-839069	+	418	hypothetical protein		ENOG41											
X9_000143	scaffold_1:840739-841384	+	214	hypothetical protein		ENOG41											
X9_000144	scaffold_1:842067-843309	+	372	hypothetical protein													
X9_000145	scaffold_1:843558-844371	-	254	hypothetical protein		ENOG41											
X9_000146	scaffold_1:845810-847378	-	505	hypothetical protein		ENOG41											
X9_000147	scaffold_1:850927-851587	+	219	hypothetical protein													
X9_000148	scaffold_1:855712-856783	-	356	hypothetical protein													
X9_000149	scaffold_1:858084-858708	-	155	AP-1 adaptor complex sigma subunit Aps1													
X9_000150	scaffold_1:859052-860047	+	314	hypothetical protein													
X9_000151	scaffold_1:860220-861117	-	298	hypothetical protein													
X9_000152	scaffold_1:861636-862761	-	357	hypothetical protein													
X9_000153	scaffold_1:863805-865869	+	670	hypothetical protein		ENOG41											
X9_000154	scaffold_1:867113-868395	+	407	hypothetical protein													
X9_000155	scaffold_1:868670-869861	-	396	hypothetical protein		ENOG41											
X9_000156	scaffold_1:870496-871288	+	263	hypothetical protein													
X9_000157	scaffold_1:872679-873823	+	344	hypothetical protein													
X9_000158	scaffold_1:874446-874840	-	91	hypothetical protein													
X9_000159	scaffold_1:874893-881696	+	1858	hypothetical protein													
X9_000160	scaffold_1:884003-885443	+	426	hypothetical protein		ENOG41											
X9_000161	scaffold_1:887303-889490	-	689	hypothetical protein		ENOG41											
X9_000162	scaffold_1:890941-893122	-	708	Heat shock protein 90													
X9_000163	scaffold_1:895777-897514	+	535	hypothetical protein		ENOG41											
X9_000164	scaffold_1:898281-898782	-	146	hypothetical protein													
X9_000165	scaffold_1:899105-902631	+	1082	hypothetical protein													
X9_000166	scaffold_1:903221-905086	-	460	hypothetical protein		ENOG41											
X9_000167	scaffold_1:905334-907134	+	599	hypothetical protein		ENOG41											
X9_000168	scaffold_1:907151-908150	-	289	hypothetical protein		ENOG41											
X9_000169	scaffold_1:909402-911271	+	587	hypothetical protein													
X9_000170	scaffold_1:912604-914598	-	648	hypothetical protein													
X9_000171	scaffold_1:915045-915503	+	135	hypothetical protein													
X9_000172	scaffold_1:916732-918058	-	441	hypothetical protein		ENOG41											
X9_000173	scaffold_1:920320-922948	+	875	hypothetical protein		ENOG41											
X9_000174	scaffold_1:924257-926222	+	654	hypothetical protein													
X9_000175	scaffold_1:926792-927697	-	255	hypothetical protein													
X9_000176	scaffold_1:930149-931004	-	249	hypothetical protein													
X9_000177	scaffold_1:931220-932522	+	433	hypothetical protein													
X9_000178	scaffold_1:934936-936126	-	374	hypothetical protein													
X9_000179	scaffold_1:937028-938069	-	309	hypothetical protein		ENOG41											
X9_000180	scaffold_1:938407-939676	+	338	hypothetical protein													
X9_000181	scaffold_1:941063-942745	+	421	hypothetical protein		ENOG41											
X9_000182	scaffold_1:943273-943815	-	157	hypothetical protein		ENOG41											
X9_000183	scaffold_1:944493-945145	+	146	H(+)-transporting V0 sector ATPase subunit c													
X9_000184	scaffold_1:945878-947128	-	399	hypothetical protein		ENOG41											
X9_000185	scaffold_1:947634-948962	-	366	hypothetical protein													
X9_000186	scaffold_1:951631-952356	+	186	hypothetical protein		ENOG41											
X9_000187	scaffold_1:952957-954023	-	246	hypothetical protein													
X9_000188	scaffold_1:954216-955926	+	458	hypothetical protein													
X9_000189	scaffold_1:958149-961999	+	1182	hypothetical protein		ENOG41											
X9_000190	scaffold_1:964620-966825	+	734	hypothetical protein		ENOG41											
X9_000191	scaffold_1:967309-968120	+	138	60S ribosomal protein L22													
X9_000192	scaffold_1:968749-970324	-	455	hypothetical protein		ENOG41											
X9_000193	scaffold_1:971188-972465	-	380	hypothetical protein		ENOG41											
X9_000194	scaffold_1:973356-974553	+	350	hypothetical protein		ENOG41											
X9_000195	scaffold_1:975734-976833	-	291	putrescine aminopropyltransferase													
X9_000196	scaffold_1:977939-978319	+	107	hypothetical protein													
X9_000197	scaffold_1:978769-979707	-	139	hypothetical protein													
X9_000198	scaffold_1:981846-983244	+	420	hypothetical protein		ENOG41											
X9_000199	scaffold_1:984941-986471	+	389	Arp2/3 complex subunit, actin nucleation center													
X9_000200	scaffold_1:986689-988044	+	386	hypothetical protein		ENOG41											
X9_000201	scaffold_1:988284-989684	-	414	hypothetical protein													
X9_000202	scaffold_1:990110-993491	-	870	hypothetical protein		ENOG41											
X9_000203	scaffold_1:993881-995152	-	404	cyclin-dependent protein kinase													
X9_000204	scaffold_1:995679-997671	-	497	hypothetical protein		ENOG41											
X9_000205	scaffold_1:998223-998728	+	150	hypothetical protein													
X9_000206	scaffold_1:998956-1000565	-	444	Mannose-6-phosphate isomerase													
X9_000207	scaffold_1:1000959-1002129	+	321	hypothetical protein													
X9_000208	scaffold_1:1003431-1004311	+	204	ADP-ribosylation factor, Arf Arf6													
X9_000209	scaffold_1:1004751-1005489	-	245	hypothetical protein													
X9_000210	scaffold_1:1005695-1006978	-	409	hypothetical protein													
X9_000211	scaffold_1:1009980-1015081	-	1536	hypothetical protein													
X9_000212	scaffold_1:1015381-1015873	+	129	hypothetical protein													
X9_000213	scaffold_1:1016185-1017629	-	438	hypothetical protein													
X9_000214	scaffold_1:1017878-1019673	+	542	hypothetical protein													
X9_000215	scaffold_1:1020230-1021409	+	392	hypothetical protein													
X9_000216	scaffold_1:1022427-1022865	-	105	hypothetical protein													
X9_000217	scaffold_1:1023733-1025148	-	377	Glucoamylase 1 precursor (Glucan 1,4-alpha-glucosidase) (1,4-alpha-D-glucan glucohydrolase)													
X9_000218	scaffold_1:1026028-1028024	+	490	hypothetical protein		ENOG41											
X9_000219	scaffold_1:1028956-1034047	+	772	hypothetical protein													
X9_004248	scaffold_2:49946-51280	+	402	hypothetical protein		ENOG41											
X9_004249	scaffold_2:52555-53473	-	147	pyruvate transporter mpc1													
X9_004250	scaffold_2:53946-54915	-	218	hypothetical protein													
X9_004251	scaffold_2:55211-55950	+	188	60S ribosomal protein L11													
X9_004252	scaffold_2:56455-58179	-	212	hypothetical protein		ENOG41											
X9_004253	scaffold_2:58874-62660	-	1185	hypothetical protein													
X9_004254	scaffold_2:63554-68900	-	1676	hypothetical protein													
X9_004255	scaffold_2:69321-70417	+	327	hypothetical protein													
X9_004256	scaffold_2:70670-71873	-	363	hypothetical protein													
X9_004257	scaffold_2:74979-76109	+	314	hypothetical protein													
X9_004258	scaffold_2:76548-76911	+	120	hypothetical protein													
X9_004259	scaffold_2:76957-77767	-	269	hypothetical protein		ENOG41											
X9_004260	scaffold_2:79776-82645	+	929	hypothetical protein		ENOG41											
X9_004261	scaffold_2:83491-86096	+	587	hypothetical protein													
X9_004262	scaffold_2:86662-87589	+	308	hypothetical protein													
X9_004263	scaffold_2:89273-90401	-	335	hypothetical protein		ENOG41											
X9_004264	scaffold_2:92880-94560	+	559	hypothetical protein													
X9_004265	scaffold_2:166457-167203	-	213	hypothetical protein													
X9_004266	scaffold_2:167648-169085	+	460	hypothetical protein													
X9_004267	scaffold_2:170820-171804	+	327	hypothetical protein		ENOG41											
X9_004268	scaffold_2:173987-179088	-	886	hypothetical protein		ENOG41											
X9_004269	scaffold_2:182719-184731	+	653	hypothetical protein													
X9_004270	scaffold_2:185477-188092	+	853	hypothetical protein													
X9_004271	scaffold_2:188605-189970	-	435	Ornithine decarboxylase													
X9_004272	scaffold_2:191383-192650	-	338	hypothetical protein		ENOG41											
X9_004273	scaffold_2:193602-194890	+	410	hypothetical protein		ENOG41											
X9_004274	scaffold_2:195264-196389	-	374	hypothetical protein		ENOG41											
X9_004275	scaffold_2:197075-198284	+	360	hypothetical protein													
X9_004276	scaffold_2:198802-201622	-	904	hypothetical protein		ENOG41											
X9_004277	scaffold_2:204158-204791	+	125	hypothetical protein													
X9_004278	scaffold_2:205029-206614	-	506	hypothetical protein													
X9_004279	scaffold_2:207001-209751	+	633	hypothetical protein													
X9_004280	scaffold_2:210181-211725	+	438	hypothetical protein													
X9_004281	scaffold_2:212237-213220	+	273	hypothetical protein													
X9_004282	scaffold_2:214005-216787	+	834	hypothetical protein		ENOG41											
X9_004283	scaffold_2:217277-220461	-	1021	hypothetical protein													
X9_004284	scaffold_2:220934-222773	+	612	hypothetical protein													
X9_004285	scaffold_2:225874-226944	-	334	hypothetical protein		ENOG41											
X9_004286	scaffold_2:227762-228941	+	309	hypothetical protein		ENOG41											
X9_004287	scaffold_2:230940-234215	-	998	hypothetical protein													
X9_004288	scaffold_2:235391-236711	+	275	hypothetical protein													
X9_004289	scaffold_2:237430-239574	-	565	hypothetical protein		ENOG41											
X9_004290	scaffold_2:242321-244357	+	596	hypothetical protein													
X9_004291	scaffold_2:246134-249260	+	1025	hypothetical protein		ENOG41											
X9_004292	scaffold_2:250528-252653	-	548	hypothetical protein		ENOG41											
X9_004293	scaffold_2:255140-258656	-	1116	hypothetical protein													
X9_004294	scaffold_2:259267-260075	-	205	proteasome core particle subunit beta 3													
X9_004295	scaffold_2:260340-261066	+	204	hypothetical protein													
X9_004296	scaffold_2:262875-266865	+	1329	hypothetical protein		ENOG41											
X9_004297	scaffold_2:267467-268667	-	380	hypothetical protein		ENOG41											
X9_004298	scaffold_2:271602-275058	+	1021	hypothetical protein													
X9_004299	scaffold_2:275335-275958	-	144	hypothetical protein		ENOG41											
X9_004300	scaffold_2:276775-279333	+	509	hypothetical protein													
X9_004301	scaffold_2:280480-282745	-	694	hypothetical protein													
X9_004302	scaffold_2:283358-284718	-	393	26S proteasome subunit rpt4													
X9_004303	scaffold_2:285543-286903	+	435	S-methyl-5-thioribose-1-phosphate isomerase													
X9_004304	scaffold_2:287204-289025	-	606	hypothetical protein		ENOG41											
X9_004305	scaffold_2:289761-291363	+	377	hypothetical protein		ENOG41											
X9_004306	scaffold_2:291509-292387	-	258	hypothetical protein													
X9_004307	scaffold_2:293568-295402	+	576	hypothetical protein		ENOG41											
X9_004308	scaffold_2:295678-297558	-	607	hypothetical protein													
X9_004309	scaffold_2:297891-298643	+	182	putative proteasome subunit beta type-4													
X9_004310	scaffold_2:299043-300789	+	581	hypothetical protein													
X9_004311	scaffold_2:301157-303234	-	639	hypothetical protein		ENOG41											
X9_004312	scaffold_2:303600-306451	+	913	hypothetical protein													
X9_004313	scaffold_2:306585-308103	-	505	hypothetical protein		ENOG41											
X9_004314	scaffold_2:308452-313185	-	1481	hypothetical protein													
X9_004315	scaffold_2:313556-315150	+	513	hypothetical protein													
X9_004316	scaffold_2:315577-317234	+	516	hypothetical protein													
X9_004317	scaffold_2:317820-321413	-	916	hypothetical protein													
X9_004318	scaffold_2:322081-323776	+	564	hypothetical protein													
X9_004319	scaffold_2:324244-326745	+	797	hypothetical protein		ENOG41											
X9_004320	scaffold_2:327261-328435	-	365	hypothetical protein													
X9_004321	scaffold_2:328829-333278	+	1064	hypothetical protein													
X9_004322	scaffold_2:334793-335635	+	196	hypothetical protein		ENOG41											
X9_004323	scaffold_2:335643-336497	-	267	hypothetical protein													
X9_004324	scaffold_2:339362-344885	-	1804	hypothetical protein		ENOG41											
X9_004325	scaffold_2:345429-347191	+	449	hypothetical protein		ENOG41											
X9_004326	scaffold_2:352514-354206	+	519	hypothetical protein													
X9_004327	scaffold_2:354997-357352	+	784	hypothetical protein													
X9_004328	scaffold_2:365727-368549	+	921	hypothetical protein													
X9_004329	scaffold_2:369839-373092	+	1023	hypothetical protein													
X9_004330	scaffold_2:373861-376840	-	962	hypothetical protein													
X9_004331	scaffold_2:377655-378306	-	216	hypothetical protein													
X9_004332	scaffold_2:378507-380965	+	787	mRNA splicing protein prp28													
X9_004333	scaffold_2:381773-384206	+	611	hypothetical protein													
X9_004334	scaffold_2:384630-385676	+	250	hypothetical protein													
X9_004335	scaffold_2:386830-387868	+	315	hypothetical protein													
X9_004336	scaffold_2:388996-396284	-	1377	hypothetical protein													
X9_004337	scaffold_2:397393-400894	+	993	hypothetical protein													
X9_004338	scaffold_2:401990-402824	+	201	hypothetical protein		ENOG41											
X9_004339	scaffold_2:403220-404910	-	511	hypothetical protein		ENOG41											
X9_004340	scaffold_2:406419-407715	-	377	heme peroxidase													
X9_004341	scaffold_2:408699-413244	-	1495	hypothetical protein													
X9_004342	scaffold_2:414900-415545	-	214	hypothetical protein		ENOG41											
X9_004343	scaffold_2:418398-421073	-	874	hypothetical protein		ENOG41											
X9_004344	scaffold_2:423579-425484	-	616	hypothetical protein													
X9_004345	scaffold_2:426552-434196	+	1983	hypothetical protein		ENOG41											
X9_004346	scaffold_2:435463-435979	+	171	hypothetical protein		ENOG41											
X9_004347	scaffold_2:436268-438475	-	592	hypothetical protein													
X9_004348	scaffold_2:439985-441256	+	371	hypothetical protein													
X9_004349	scaffold_2:442554-443020	+	83	60S ribosomal protein L38													
X9_004350	scaffold_2:443452-449167	-	1557	Mitochondrial presequence protease													
X9_004351	scaffold_2:449829-451809	+	487	hypothetical protein		ENOG41											
X9_004352	scaffold_2:451949-453026	-	358	hypothetical protein		ENOG41											
X9_004353	scaffold_2:454248-457802	-	852	hypothetical protein													
X9_004354	scaffold_2:458293-459700	-	468	hypothetical protein													
X9_004355	scaffold_2:461017-462095	+	309	hypothetical protein													
X9_004356	scaffold_2:462855-463926	-	356	hypothetical protein													
X9_004357	scaffold_2:464785-465532	-	248	hypothetical protein													
X9_004358	scaffold_2:466453-473700	-	1414	hypothetical protein		ENOG41											
X9_004359	scaffold_2:474630-475533	+	300	hypothetical protein		ENOG41											
X9_004360	scaffold_2:476131-476994	+	261	hypothetical protein		ENOG41											
X9_004361	scaffold_2:478130-479221	+	258	hypothetical protein		ENOG41											
X9_004362	scaffold_2:479495-484500	-	1127	hypothetical protein													
X9_004363	scaffold_2:485054-486099	+	229	hypothetical protein													
X9_004364	scaffold_2:486234-486685	-	111	hypothetical protein		ENOG41											
X9_004365	scaffold_2:487111-488239	+	375	hypothetical protein		ENOG41											
X9_004366	scaffold_2:488426-489872	-	462	hypothetical protein													
X9_004367	scaffold_2:490227-491016	+	262	hypothetical protein		ENOG41											
X9_004368	scaffold_2:491392-492427	-	282	hypothetical protein		ENOG41											
X9_004369	scaffold_2:494293-495879	+	466	hypothetical protein													
X9_004370	scaffold_2:497747-498934	-	376	hypothetical protein		ENOG41											
X9_004371	scaffold_2:500836-501838	-	333	hypothetical protein		ENOG41											
X9_004372	scaffold_2:504436-504727	-	96	hypothetical protein													
X9_004373	scaffold_2:505210-508386	-	696	hypothetical protein		ENOG41											
X9_004375	scaffold_2:510636-513529	+	698	hypothetical protein													
X9_004376	scaffold_2:514161-519705	-	1313	hypothetical protein		ENOG41											
X9_004377	scaffold_2:520518-521280	+	253	hypothetical protein		ENOG41											
X9_004379	scaffold_2:524428-531946	-	1752	hypothetical protein		ENOG41											
X9_004380	scaffold_2:532579-540217	+	2483	hypothetical protein													
X9_004381	scaffold_2:540524-543643	-	1021	hypothetical protein													
X9_004382	scaffold_2:544199-544757	+	166	hypothetical protein													
X9_004383	scaffold_2:545151-547727	-	778	hypothetical protein		ENOG41											
X9_004384	scaffold_2:549300-550452	+	354	hypothetical protein		ENOG41											
X9_004385	scaffold_2:550647-552856	-	641	hypothetical protein													
X9_004386	scaffold_2:554234-556271	+	632	hypothetical protein													
X9_004387	scaffold_2:557837-561635	+	1037	hypothetical protein		ENOG41											
X9_004388	scaffold_2:562419-563136	-	238	hypothetical protein													
X9_004389	scaffold_2:563427-564253	+	198	hypothetical protein		ENOG41											
X9_004390	scaffold_2:565424-566753	+	392	hypothetical protein													
X9_004391	scaffold_2:567988-570377	-	468	hypothetical protein													
X9_004392	scaffold_2:571232-572141	-	302	hypothetical protein													
X9_004393	scaffold_2:572853-577040	-	1207	hypothetical protein		ENOG41											
X9_004394	scaffold_2:579465-580572	-	257	hypothetical protein													
X9_004395	scaffold_2:581256-583059	+	581	hypothetical protein		ENOG41											
X9_004396	scaffold_2:583819-584629	+	269	hypothetical protein		ENOG41											
X9_004397	scaffold_2:585558-586929	-	394	hypothetical protein													
X9_004398	scaffold_2:587175-588944	+	499	kynurenine 3-monooxygenase, mitochondrial precursor													
X9_004399	scaffold_2:591489-593016	+	487	hypothetical protein													
X9_004400	scaffold_2:593394-594313	+	260	hypothetical protein		ENOG41											
X9_004401	scaffold_2:595813-596432	+	188	hypothetical protein		ENOG41											
X9_004402	scaffold_2:597916-606425	+	1600	hypothetical protein													
X9_004403	scaffold_2:606731-607389	-	194	hypothetical protein													
X9_004404	scaffold_2:607900-609070	-	389	hypothetical protein													
X9_004405	scaffold_2:611913-612480	+	188	hypothetical protein													
X9_004406	scaffold_2:613015-616504	+	313	hypothetical protein													
X9_004407	scaffold_2:617101-617695	+	197	hypothetical protein													
X9_004408	scaffold_2:618367-619021	+	217	hypothetical protein													
X9_004409	scaffold_2:625962-627164	-	335	hypothetical protein													
X9_004410	scaffold_2:631300-632426	-	287	hypothetical protein		ENOG41											
X9_004411	scaffold_2:633499-635858	+	657	GTPase required for pre-60S ribosomal subunit nuclear export and maturation													
X9_004412	scaffold_2:636457-638512	-	684	hypothetical protein		ENOG41											
X9_004413	scaffold_2:639632-641321	+	469	hypothetical protein		ENOG41											
X9_004414	scaffold_2:642348-643682	+	428	hypothetical protein		ENOG41											
X9_004415	scaffold_2:644071-645216	-	361	homoisocitrate dehydrogenase													
X9_004416	scaffold_2:645679-647470	+	596	hypothetical protein													
X9_004417	scaffold_2:647874-648408	-	177	hypothetical protein													
X9_004418	scaffold_2:648843-649507	+	151	hypothetical protein		ENOG41											
X9_004419	scaffold_2:650204-654463	+	1386	hypothetical protein													
X9_004420	scaffold_2:655270-660884	+	1819	hypothetical protein													
