GeneID	scaffold:start-end	strand	length	description	Ortho Group	EggNog	BUSCO	Secreted	TransMembrane	Protease family	CAZyme family	Transcription factor	InterPro Domains	PFAM Domains	GO terms	SecMet Cluster	SMCOG
X2_004668	scaffold_2:115670-116192	-	123	hypothetical protein													
X2_004669	scaffold_2:117355-119169	+	566	hypothetical protein													
X2_004670	scaffold_2:119677-121283	+	480	hypothetical protein		ENOG41											
X2_004671	scaffold_2:121608-122607	+	332	hypothetical protein													
X2_004672	scaffold_2:122988-126208	-	737	hypothetical protein													
X2_004673	scaffold_2:126611-127933	+	401	hypothetical protein													
X2_004674	scaffold_2:128032-128946	-	269	hypothetical protein													
X2_004675	scaffold_2:129288-130209	+	286	hypothetical protein													
X2_004676	scaffold_2:132245-133829	-	510	hypothetical protein													
X2_004677	scaffold_2:134368-137590	-	1014	histone methyltransferase set2													
X2_004678	scaffold_2:139674-140889	+	340	hypothetical protein		ENOG41											
X2_004679	scaffold_2:141849-142367	-	119	transcription elongation factor spt4													
X2_004680	scaffold_2:142410-144530	+	624	hypothetical protein													
X2_004681	scaffold_2:144820-145228	-	135	hypothetical protein													
X2_004682	scaffold_2:146410-147796	+	461	hypothetical protein													
X2_004683	scaffold_2:148092-149815	-	552	hypothetical protein													
X2_004684	scaffold_2:150801-153592	+	895	hypothetical protein													
X2_004685	scaffold_2:154182-155256	+	321	hypothetical protein		ENOG41											
X2_004686	scaffold_2:155682-156952	-	366	hypothetical protein													
X2_004687	scaffold_2:157566-159558	+	575	hypothetical protein		ENOG41											
X2_004688	scaffold_2:160258-162975	-	860	hypothetical protein													
X2_004689	scaffold_2:163444-164276	+	166	ER membrane protein DP1/Yop1													
X2_004690	scaffold_2:164922-165694	-	199	hypothetical protein													
X2_004691	scaffold_2:167297-168966	+	521	hypothetical protein													
X2_004692	scaffold_2:169157-172990	-	916	hypothetical protein													
X2_004693	scaffold_2:173172-174114	+	313	hypothetical protein													
X2_004694	scaffold_2:177922-179380	+	430	hypothetical protein		ENOG41											
X2_004695	scaffold_2:180900-182152	-	206	Calcineurin subunit B													
X2_004696	scaffold_2:182217-184060	+	565	hypothetical protein													
X2_004697	scaffold_2:185142-186262	+	350	putative tRNA threonylcarbamoyladenosine biosynthesis protein kae1													
X2_004698	scaffold_2:186517-187879	-	374	hypothetical protein													
X2_004699	scaffold_2:188743-189314	+	172	hypothetical protein		ENOG41											
X2_004700	scaffold_2:189692-190259	-	148	hypothetical protein													
X2_004701	scaffold_2:190493-191109	+	150	hypothetical protein													
X2_004702	scaffold_2:191219-191774	-	128	hypothetical protein													
X2_004703	scaffold_2:193888-195409	+	473	hypothetical protein		ENOG41											
X2_004704	scaffold_2:195871-196835	-	302	hypothetical protein													
X2_004705	scaffold_2:197360-199264	+	531	hypothetical protein		ENOG41											
X2_004706	scaffold_2:200255-202361	-	701	hypothetical protein													
X2_004707	scaffold_2:203612-205358	-	581	serine/threonine protein kinase, CMGC, CDC2/CDK sub													
X2_004708	scaffold_2:206255-212369	-	1574	hypothetical protein													
X2_004709	scaffold_2:213205-214637	+	403	hypothetical protein													
X2_004710	scaffold_2:215570-217452	+	571	hypothetical protein													
X2_004711	scaffold_2:218321-223344	+	1577	hypothetical protein													
X2_004712	scaffold_2:224217-225762	+	514	hypothetical protein		ENOG41											
X2_004713	scaffold_2:226181-226987	+	185	hypothetical protein													
X2_004714	scaffold_2:227083-227689	-	174	hypothetical protein													
X2_004715	scaffold_2:228195-229996	-	492	hypothetical protein		ENOG41											
X2_004716	scaffold_2:231544-233306	-	476	hypothetical protein													
X2_004717	scaffold_2:233790-238232	-	1193	hypothetical protein													
X2_004718	scaffold_2:238722-239669	+	253	Uracil phosphoribosyltransferase, synthesizes UMP from uracil													
X2_004719	scaffold_2:241139-243390	+	531	Uracil-regulated protein 1		ENOG41											
X2_004720	scaffold_2:243918-244912	+	274	ribosomal 40S subunit protein S1B													
X2_004721	scaffold_2:245182-245755	-	173	hypothetical protein		ENOG41											
X2_004722	scaffold_2:246777-247935	+	311	hypothetical protein													
X2_004723	scaffold_2:248854-249881	-	286	mitochondrial 37S ribosomal protein rsm10													
X2_004724	scaffold_2:250069-251382	+	320	hypothetical protein													
X2_004725	scaffold_2:251535-252559	-	250	hypothetical protein		ENOG41											
X2_004726	scaffold_2:253139-254310	+	319	hypothetical protein													
X2_004727	scaffold_2:254778-257612	-	767	hypothetical protein													
X2_004728	scaffold_2:301950-304846	+	720	hypothetical protein		ENOG41											
X2_004729	scaffold_2:306414-308795	-	699	hypothetical protein													
X2_004730	scaffold_2:528716-532351	+	726	hypothetical protein													
X2_004731	scaffold_2:532771-534141	-	330	hypothetical protein													
X2_004732	scaffold_2:534633-535341	-	151	hypothetical protein													
X2_004733	scaffold_2:536628-537777	-	347	hypothetical protein													
X2_004734	scaffold_2:538638-542967	+	947	hypothetical protein													
X2_004735	scaffold_2:546896-548130	+	374	hypothetical protein													
X2_004736	scaffold_2:548560-551355	-	825	hypothetical protein													
X2_004737	scaffold_2:609378-610909	-	395	serine/threonine protein kinase													
X2_004738	scaffold_2:614503-615723	-	361	hypothetical protein													
X2_004739	scaffold_2:616151-618434	+	571	hypothetical protein													
X2_004740	scaffold_2:618549-618999	-	114	Ubiquitin- modifier 1													
X2_004741	scaffold_2:619215-621513	+	732	hypothetical protein													
X2_004742	scaffold_2:622717-623630	-	283	hypothetical protein													
X2_004743	scaffold_2:623696-625292	+	482	hypothetical protein													
X2_004744	scaffold_2:625991-627680	-	370	decapping endonuclease targeting mRNA													
X2_004745	scaffold_2:627975-628553	+	152	hypothetical protein		ENOG41											
X2_004746	scaffold_2:628635-629851	-	327	hypothetical protein		ENOG41											
X2_004748	scaffold_2:630931-631537	-	201	hypothetical protein													
X2_004749	scaffold_2:633459-635554	-	680	hypothetical protein													
X2_004750	scaffold_2:663574-665553	-	591	hypothetical protein													
X2_004751	scaffold_2:665860-667749	+	576	hypothetical protein													
X2_004752	scaffold_2:668389-670454	-	648	hypothetical protein		ENOG41											
X2_004753	scaffold_2:671945-672977	+	328	hypothetical protein													
X2_004754	scaffold_2:673451-674559	-	351	replication factor C subunit 4													
X2_004755	scaffold_2:676071-677017	-	297	hypothetical protein		ENOG41											
X2_004756	scaffold_2:681564-683273	+	402	hypothetical protein		ENOG41											
X2_004757	scaffold_2:684530-686299	-	514	hypothetical protein		ENOG41											
X2_004758	scaffold_2:687842-691805	-	1320	hypothetical protein													
X2_004759	scaffold_2:692306-698387	+	2006	hypothetical protein													
X2_004760	scaffold_2:699901-701091	-	309	hypothetical protein		ENOG41											
X2_004761	scaffold_2:701743-704677	-	977	hypothetical protein		ENOG41											
X2_004762	scaffold_2:705520-708827	+	962	hypothetical protein													
X2_004763	scaffold_2:710080-711205	+	374	hypothetical protein		ENOG41											
X2_004764	scaffold_2:712851-713577	-	241	hypothetical protein													
X2_004765	scaffold_2:714591-715160	-	169	hypothetical protein		ENOG41											
X2_004766	scaffold_2:715535-715934	+	104	hypothetical protein		ENOG41											
X2_004767	scaffold_2:718177-721591	+	845	hypothetical protein													
X2_004769	scaffold_2:723860-724268	-	113	hypothetical protein													
X2_004770	scaffold_2:725324-725775	-	104	hypothetical protein													
X2_004771	scaffold_2:726312-727837	-	375	hypothetical protein													
X2_004772	scaffold_2:728926-729627	+	214	hypothetical protein		ENOG41											
X2_004773	scaffold_2:729975-730645	+	187	hypothetical protein													
X2_004774	scaffold_2:730687-732165	-	382	hypothetical protein													
X2_004775	scaffold_2:732704-735118	+	788	hypothetical protein		ENOG41											
X2_004776	scaffold_2:735747-736400	-	164	hypothetical protein													
X2_004777	scaffold_2:736589-737208	+	101	hypothetical protein													
X2_004778	scaffold_2:737268-737831	+	168	hypothetical protein													
X2_004779	scaffold_2:738730-739475	-	182	hypothetical protein		ENOG41											
X2_004780	scaffold_2:739686-743369	+	1204	hypothetical protein		ENOG41											
X2_004781	scaffold_2:744222-747693	+	1156	hypothetical protein		ENOG41											
X2_004782	scaffold_2:780512-781708	+	341	hypothetical protein		ENOG41											
X2_004783	scaffold_2:782398-782761	+	120	hypothetical protein		ENOG41											
X2_004784	scaffold_2:783289-783925	-	211	hypothetical protein		ENOG41											
X2_004785	scaffold_2:783976-785623	+	457	GDP-mannose transporter													
X2_004786	scaffold_2:786881-787799	+	289	hypothetical protein													
X2_004787	scaffold_2:788345-790529	-	670	hypothetical protein		ENOG41											
X2_004788	scaffold_2:792046-792481	+	94	hypothetical protein													
X2_004789	scaffold_2:793377-793958	-	174	hypothetical protein													
X2_004790	scaffold_2:794296-794849	-	168	hypothetical protein													
X2_004791	scaffold_2:795233-795665	-	125	hypothetical protein													
X2_004792	scaffold_2:796944-798378	-	477	hypothetical protein		ENOG41											
X2_004793	scaffold_2:799092-799727	+	155	hypothetical protein													
X2_004794	scaffold_2:799944-802530	-	298	hypothetical protein													
X2_004795	scaffold_2:803047-803812	+	254	hypothetical protein													
X2_004796	scaffold_2:804545-805849	-	387	hypothetical protein		ENOG41											
X2_004797	scaffold_2:806554-806871	+	86	hypothetical protein		ENOG41											
X2_004798	scaffold_2:807460-809160	+	542	hypothetical protein		ENOG41											
X2_004799	scaffold_2:810432-811763	-	403	hypothetical protein		ENOG41											
X2_004800	scaffold_2:813040-814488	+	308	hypothetical protein		ENOG41											
X2_004801	scaffold_2:815581-817989	-	731	hypothetical protein		ENOG41											
X2_004802	scaffold_2:818994-820361	-	431	ERMES complex subunit mmm1													
X2_004804	scaffold_2:825058-825664	+	201	hypothetical protein													
X2_004805	scaffold_2:830995-831813	-	245	hypothetical protein													
X2_004806	scaffold_2:832201-834213	-	651	hypothetical protein													
X2_004807	scaffold_2:835110-839306	-	848	hypothetical protein													
X2_004808	scaffold_2:840076-841503	+	434	Eukaryotic peptide chain release factor subunit 1													
X2_004809	scaffold_2:841914-842820	-	301	hypothetical protein													
X2_004810	scaffold_2:843035-843932	+	158	hypothetical protein													
X2_004811	scaffold_2:850147-855261	+	559	hypothetical protein													
X2_004812	scaffold_2:855743-857169	+	442	hypothetical protein													
X2_004813	scaffold_2:858222-864089	-	1847	hypothetical protein													
X2_004814	scaffold_2:864632-866161	+	473	hypothetical protein													
X2_004815	scaffold_2:866950-867520	+	189	hypothetical protein													
X2_004816	scaffold_2:868263-877342	-	2771	hypothetical protein		ENOG41											
X2_004817	scaffold_2:878761-881885	+	1023	hypothetical protein													
X2_004818	scaffold_2:909551-911240	-	527	hypothetical protein		ENOG41											
X2_004819	scaffold_2:912140-912821	-	226	hypothetical protein		ENOG41											
X2_004820	scaffold_2:914763-921175	-	1996	hypothetical protein		ENOG41											
X2_004821	scaffold_2:921371-922388	+	284	hypothetical protein		ENOG41											
X2_004822	scaffold_2:922637-923046	-	111	hypothetical protein													
X2_004823	scaffold_2:923371-924245	+	271	hypothetical protein													
X2_004824	scaffold_2:924615-925128	-	170	RNA-splicing factor		ENOG41											
X2_004825	scaffold_2:925770-927051	+	410	hypothetical protein		ENOG41											
X2_004826	scaffold_2:927615-930179	-	815	hypothetical protein													
X2_004827	scaffold_2:930530-931211	+	226	hypothetical protein													
X2_004828	scaffold_2:934433-936344	+	636	hypothetical protein		ENOG41											
X2_007854	scaffold_3:1817-2146	-	92	hypothetical protein		ENOG41											
X2_007855	scaffold_3:3478-4945	-	469	hypothetical protein													
X2_007856	scaffold_3:7191-9203	-	503	hypothetical protein													
X2_007857	scaffold_3:9967-10908	-	244	hypothetical protein		ENOG41											
X2_007858	scaffold_3:13703-14029	+	90	hypothetical protein													
X2_007859	scaffold_3:14424-15241	-	209	hypothetical protein													
X2_007860	scaffold_3:15607-16990	-	460	hypothetical protein		ENOG41											
X2_007861	scaffold_3:17985-19274	-	410	hypothetical protein													
X2_007862	scaffold_3:19509-22843	-	1093	hypothetical protein		ENOG41											
X2_007863	scaffold_3:23798-25484	+	525	hypothetical protein													
X2_007864	scaffold_3:26891-30683	+	1211	hypothetical protein		ENOG41											
X2_007865	scaffold_3:34396-36198	+	564	hypothetical protein		ENOG41											
X2_007866	scaffold_3:37118-39968	+	921	hypothetical protein		ENOG41											
X2_007867	scaffold_3:40731-41386	+	135	hypothetical protein		ENOG41											
X2_007868	scaffold_3:41779-43635	-	565	hypothetical protein													
X2_007869	scaffold_3:44745-48136	+	522	hypothetical protein		ENOG41											
X2_007870	scaffold_3:48667-48955	-	95	hypothetical protein													
X2_007871	scaffold_3:49325-53665	+	1429	hypothetical protein													
X2_007872	scaffold_3:54526-56623	-	601	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase													
X2_007873	scaffold_3:56850-58380	+	509	hypothetical protein													
X2_007874	scaffold_3:58827-59977	-	307	hypothetical protein		ENOG41											
X2_007875	scaffold_3:60320-61636	+	421	hypothetical protein													
X2_007876	scaffold_3:61921-64396	+	774	hypothetical protein													
